,seed_0,seed_1,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_16,seed_17,seed_18,seed_19,seed_20,seed_21,seed_22,seed_23,seed_24,seed_25,seed_26,seed_27,seed_28,seed_29,seed_30,seed_31,seed_32,seed_33,seed_34,seed_35,seed_36,seed_37,seed_38,seed_39,seed_40,seed_41,seed_42,seed_43,seed_44,seed_45,seed_46,seed_47,seed_48,seed_49,seed_50,seed_51,seed_52,seed_53,seed_54,seed_55,seed_56,seed_57,seed_58,seed_59,seed_60,seed_61,seed_62,seed_63,seed_64,seed_65,seed_66,seed_67,seed_68,seed_69,seed_70,seed_71,seed_72,seed_73,seed_74,seed_75,seed_76,seed_77,seed_78,seed_79,seed_80,seed_81,seed_82,seed_83,seed_84,seed_85,seed_86,seed_87,seed_88,seed_89,seed_90,seed_91,seed_92,seed_93,seed_94,seed_95,seed_96,seed_97,seed_98,seed_99
0,0.51354104,0.48569188,0.5023744,0.5013762,0.49342465,0.49010113,0.48870876,0.48137555,0.50415766,0.47279102,0.50153327,0.5150948,0.5246053,0.5124302,0.49793977,0.49704778,0.5270396,0.5147147,0.48223644,0.49731877,0.49359456,0.51573074,0.5218919,0.49557045,0.50055295,0.49625093,0.492427,0.48271546,0.5161373,0.48251337,0.515277,0.4944338,0.5099537,0.4906909,0.50023913,0.49430984,0.51181,0.48840058,0.48405415,0.5087627,0.51982075,0.48464456,0.49404493,0.52163947,0.52569515,0.50817853,0.4967482,0.4801692,0.5058559,0.4989764,0.50734425,0.49047753,0.49488106,0.48079747,0.49955574,0.49287093,0.49678558,0.4960596,0.52510303,0.49163866,0.50370365,0.50261104,0.48749653,0.51033914,0.521663,0.4886908,0.4952048,0.51831627,0.521639,0.48808798,0.4926157,0.47070876,0.50380117,0.50422937,0.5111904,0.51172626,0.50885165,0.49443862,0.50965136,0.49178582,0.48815295,0.49929392,0.5215681,0.50597703,0.48428586,0.5243034,0.5099876,0.49263543,0.5206345,0.4978081,0.47893518,0.5028442,0.50746787,0.4897105,0.47561693,0.49096987,0.46973866,0.48905352,0.5002331,0.5131851
1,0.49469265,0.5130228,0.5083387,0.51478624,0.49249348,0.49781838,0.5187888,0.49742034,0.52931875,0.5065448,0.50704265,0.50637835,0.49967143,0.49479875,0.49233514,0.51085943,0.49742672,0.51505524,0.5112826,0.489951,0.5088698,0.5037499,0.50034326,0.51240677,0.49029487,0.4627742,0.5165635,0.5172109,0.49204612,0.5213439,0.46591792,0.49356505,0.49291235,0.49228382,0.47541553,0.50094974,0.5059042,0.5151416,0.49524263,0.50473887,0.50878376,0.51889795,0.49602452,0.5162533,0.49627042,0.50610524,0.5105734,0.52092373,0.49572107,0.48467246,0.50398207,0.5075375,0.4983149,0.48342332,0.50463265,0.50183797,0.5137658,0.49537197,0.5042293,0.50722003,0.5236792,0.47795677,0.49166298,0.510801,0.50410974,0.5249582,0.49798813,0.50355774,0.4960007,0.51155955,0.5141357,0.5114416,0.49891144,0.51845986,0.49859893,0.49931335,0.48877347,0.4987876,0.4915883,0.4941716,0.51923287,0.49235654,0.48061234,0.4808122,0.50316876,0.48001942,0.516263,0.4930019,0.5134539,0.51467377,0.48181018,0.5029836,0.5028766,0.49452022,0.49378756,0.50855106,0.52736044,0.5005674,0.5081596,0.5083616
2,0.5045393,0.50283504,0.48829356,0.50432515,0.51285565,0.48281604,0.5102183,0.50353324,0.5043573,0.5295914,0.49941263,0.51046485,0.5029722,0.5014391,0.47711623,0.4957914,0.5012067,0.50068927,0.49228916,0.49842155,0.49626157,0.49977288,0.4934898,0.48758373,0.49270013,0.5040856,0.49063152,0.49465972,0.4913075,0.5021248,0.5150436,0.5023925,0.51036954,0.47544634,0.52362275,0.48179722,0.52025056,0.51567876,0.5065419,0.49765363,0.49245277,0.50565684,0.4944645,0.48724806,0.4951361,0.50427395,0.4807148,0.5045131,0.51143473,0.48665527,0.4932026,0.49428228,0.48753923,0.5098692,0.49756262,0.5112903,0.49104872,0.49111277,0.50726277,0.5065284,0.49349025,0.49912202,0.50416845,0.47457185,0.5152352,0.5197102,0.5032766,0.48578662,0.50647485,0.48936063,0.5286054,0.5145358,0.50534236,0.51302093,0.49719027,0.51740193,0.4977275,0.4972781,0.48662674,0.47978935,0.50973934,0.50881106,0.47872347,0.48894936,0.48940572,0.49638996,0.49559948,0.49151927,0.4861029,0.50430554,0.5165649,0.5075713,0.47375837,0.5044492,0.5283932,0.49614662,0.49343893,0.50670975,0.5101672,0.49462292
3,0.5056903,0.49917352,0.49713427,0.50642204,0.4977404,0.5063624,0.49399838,0.4983444,0.5158163,0.5095585,0.49465835,0.49400336,0.51919085,0.5000399,0.49571446,0.48969835,0.47617137,0.49067447,0.5044788,0.4878283,0.49554145,0.4905823,0.48239923,0.4848717,0.48836383,0.5240163,0.50810635,0.48387903,0.50109833,0.5004898,0.5084189,0.48285115,0.48731503,0.48130858,0.4920807,0.49233484,0.4884153,0.5032118,0.5050941,0.5048196,0.5154053,0.5165863,0.51677996,0.51393735,0.47148764,0.49189925,0.51290685,0.48771232,0.50957555,0.4978433,0.4851493,0.49966606,0.5053736,0.48830858,0.5078421,0.5000608,0.50044024,0.51254606,0.50889885,0.5143201,0.4833086,0.52065647,0.48308474,0.5025724,0.5126083,0.5161319,0.49311963,0.5025923,0.5063099,0.4974427,0.49156985,0.5110223,0.48381376,0.49871728,0.49915183,0.50682217,0.49893174,0.48946947,0.49071234,0.49724096,0.5165653,0.489525,0.4889964,0.5017775,0.5063357,0.48233998,0.4977382,0.47937384,0.48421967,0.54043365,0.5044658,0.4966472,0.4987951,0.5196923,0.51741296,0.48439807,0.49652234,0.4968944,0.48154885,0.500672
4,0.51579994,0.5236271,0.4962864,0.50463855,0.5142456,0.49566132,0.47770333,0.49815527,0.50211114,0.49467117,0.48709324,0.47829115,0.49665487,0.51431096,0.49306387,0.49500486,0.5085386,0.48827514,0.51030874,0.49986306,0.5066728,0.49494764,0.50728005,0.4814891,0.49499717,0.49047834,0.48074132,0.48660338,0.48351282,0.4847484,0.49381888,0.5056741,0.49932665,0.49155787,0.48906717,0.51692194,0.46944645,0.5098058,0.51403177,0.4841062,0.50005305,0.49510935,0.4768445,0.48042896,0.5050718,0.4766052,0.48566332,0.4917176,0.4943223,0.49842474,0.5048777,0.48124087,0.49923667,0.49754632,0.48894453,0.49156168,0.49436334,0.5052938,0.5149345,0.49472618,0.49744743,0.49137133,0.49878648,0.48686585,0.5171697,0.47965994,0.48497945,0.5048849,0.5211957,0.5146434,0.49342582,0.5131686,0.5156331,0.48702827,0.5115119,0.49995363,0.50438905,0.5111187,0.51947355,0.5215866,0.49823266,0.49504834,0.504031,0.50468934,0.50110674,0.5101243,0.48838982,0.5017488,0.4914268,0.5219906,0.49658132,0.5066526,0.48091212,0.52062196,0.5083235,0.50118244,0.5040831,0.49533486,0.5046955,0.4972473
5,0.50674266,0.5263014,0.5060599,0.4965126,0.49172512,0.49941894,0.4866645,0.4830942,0.49642915,0.51348007,0.50356877,0.5219278,0.5100575,0.5079939,0.50494576,0.5160683,0.5051745,0.52245694,0.5064353,0.5102685,0.5026099,0.50447327,0.48011607,0.51457554,0.5069896,0.49997234,0.4943215,0.5002659,0.49213716,0.48957425,0.50277734,0.4860967,0.50267434,0.47972792,0.48667789,0.5156881,0.5039846,0.4904538,0.5120342,0.48701248,0.4823244,0.5169646,0.48370224,0.49116915,0.49739847,0.49650165,0.5122521,0.5010474,0.4982493,0.5176478,0.4861708,0.508834,0.48124188,0.498769,0.48971927,0.51009995,0.5035685,0.49473318,0.49593034,0.5035018,0.4898166,0.5124836,0.50285345,0.5047058,0.48687834,0.49968192,0.49725273,0.511971,0.50347394,0.49823037,0.50146323,0.49203873,0.51573205,0.4784425,0.48344055,0.48709714,0.5107638,0.48491687,0.5067119,0.50174177,0.49047306,0.5054506,0.50002676,0.5006218,0.5011221,0.49555662,0.49177504,0.5187241,0.49666864,0.49872628,0.49552056,0.5034968,0.51080465,0.47847214,0.5091238,0.48955172,0.48996487,0.51186895,0.5162806,0.50478894
6,0.49853647,0.50381243,0.50485545,0.49273005,0.49847445,0.49553576,0.49593484,0.4839794,0.48920503,0.49470764,0.51604885,0.48984754,0.48688003,0.50701225,0.5057502,0.5123317,0.50735694,0.495205,0.48393172,0.48284176,0.47657174,0.5108411,0.48656866,0.5234125,0.48201525,0.4881189,0.5088467,0.5014107,0.5071197,0.49969977,0.5101184,0.48409796,0.5004168,0.51535213,0.5178206,0.4771591,0.51332444,0.4882539,0.5101799,0.49560955,0.50420177,0.49647167,0.50267756,0.46633896,0.5018701,0.5128747,0.48856363,0.5152077,0.49958253,0.51069856,0.48806515,0.5033232,0.5166323,0.5107188,0.48916942,0.5035726,0.502983,0.4676869,0.50047225,0.5115792,0.49992198,0.5202457,0.4830612,0.49423417,0.5204003,0.48953083,0.48698983,0.51025176,0.50081235,0.51469785,0.50258386,0.4743637,0.5164771,0.5019751,0.5094241,0.50229037,0.53354543,0.48698196,0.4907096,0.5144268,0.4937653,0.48073763,0.50005364,0.5121325,0.4876671,0.5003868,0.50086266,0.48579586,0.49426535,0.49743214,0.50062245,0.50587714,0.5080099,0.49424005,0.49759814,0.50890386,0.4894299,0.5169124,0.48730066,0.5219363
7,0.51432425,0.51347506,0.50176316,0.5062423,0.5244549,0.49108404,0.5007795,0.48877326,0.52348334,0.50193053,0.5035618,0.52250046,0.5300382,0.4856081,0.49636087,0.5067654,0.4964375,0.5175273,0.5042474,0.50724196,0.5015378,0.49110997,0.5129121,0.51886207,0.5106002,0.5045319,0.4955443,0.49683377,0.48840377,0.50824964,0.49851015,0.4963322,0.49757618,0.51784223,0.48202813,0.4967796,0.5177973,0.4915612,0.48468858,0.5254912,0.4920967,0.4966385,0.5010742,0.5023347,0.50958663,0.4815698,0.5010236,0.50287384,0.5085556,0.53032565,0.50858265,0.49181637,0.5133624,0.49991044,0.50592494,0.50935704,0.49539858,0.49487078,0.5175122,0.48873064,0.49404004,0.48433244,0.5012504,0.49403083,0.5038668,0.50443846,0.48431382,0.499885,0.48827434,0.5061832,0.52222234,0.5038714,0.52053076,0.5089089,0.51675326,0.5262433,0.49320987,0.4968396,0.5050584,0.5213614,0.519942,0.49606103,0.5037487,0.5032229,0.49795148,0.49877918,0.5027634,0.51176816,0.4901348,0.4869439,0.5028918,0.49463093,0.50407577,0.5214916,0.51418877,0.50899434,0.49367532,0.5175055,0.50404817,0.49851656
8,0.5048404,0.50925475,0.51449186,0.5046167,0.4906293,0.4811297,0.51124007,0.49562848,0.49685514,0.49521527,0.49613535,0.4882759,0.5072832,0.4864548,0.49383166,0.50604904,0.49301946,0.50195265,0.527067,0.5254099,0.48204684,0.5036285,0.49898538,0.5181939,0.49522462,0.51088876,0.49525318,0.49251938,0.5219632,0.5076151,0.48684126,0.5173729,0.49184886,0.4957665,0.4969816,0.5072838,0.48856884,0.49317715,0.5004247,0.513624,0.4819426,0.50179803,0.4892872,0.5031681,0.4863255,0.51042813,0.49636817,0.47994483,0.5214318,0.48978463,0.50272447,0.49807173,0.51769066,0.49313527,0.5066642,0.50722283,0.50072104,0.48718232,0.5107933,0.48637733,0.49370152,0.5064382,0.5067553,0.51442033,0.49636123,0.4864902,0.48263136,0.4933167,0.50042075,0.50322926,0.50974107,0.5006018,0.51112765,0.47839335,0.48816252,0.5073971,0.50181514,0.5154554,0.50575626,0.50092024,0.5112952,0.50250596,0.51145893,0.49022904,0.49662322,0.47943166,0.5141109,0.49680635,0.4929563,0.48684815,0.48429012,0.49411488,0.50172895,0.47869647,0.4846067,0.4935949,0.5099663,0.5018374,0.51179534,0.5048049
9,0.48709303,0.49924868,0.4849297,0.5077274,0.4993986,0.4859299,0.5108651,0.51219463,0.49851495,0.50772107,0.4810541,0.51979333,0.5012894,0.4908355,0.49611676,0.5106272,0.49856076,0.50518876,0.49750316,0.5087727,0.5175276,0.50001884,0.49655396,0.50731844,0.5086576,0.49959752,0.5164884,0.4927374,0.50116056,0.50710905,0.5217363,0.50710356,0.5081325,0.48965117,0.48926598,0.4930284,0.51526695,0.5117735,0.50709957,0.49977383,0.5029173,0.5122049,0.4899471,0.51907533,0.5002804,0.5046972,0.4970852,0.50506026,0.5082762,0.47353843,0.49687272,0.5227798,0.49486646,0.50136054,0.49845496,0.5069813,0.49240148,0.49135712,0.49146992,0.49297196,0.49547994,0.49054506,0.5058655,0.50859374,0.51085967,0.5028231,0.48941714,0.5087011,0.51750404,0.50587773,0.50773877,0.48887712,0.51021945,0.4901875,0.5031729,0.4994226,0.4938233,0.49925226,0.5092297,0.51306874,0.4854237,0.5098514,0.5408498,0.5274489,0.4997901,0.4933144,0.5031647,0.51162547,0.5154311,0.49646133,0.5017674,0.5052761,0.49421653,0.49878475,0.4962221,0.5145994,0.48812115,0.49466404,0.5086706,0.48448065
