96,1,6,19.5,.4,9.8,85.7,16,42.8,.9,12.73,0,14.1,4.2,8.4,12.1,6.4,9.1,2,.8,309,62,6.7,2.9,1.7
96,2,6,16.3,.4,9.2,68.5,9.5,27.2,.9,12.26,0,10.7,3.4,6.5,9.8,5.6,7.5,3.6,3.1,353,30,10.4,3.9,.7
96,3,6,17.8,-2.9,6.4,64.6,12.5,37.4,.7,12.61,0,13.7,1.7,6.7,11.2,4,7.2,1.1,.6,162,56,3.9,2.2,1.1
96,4,6,18.6,-2.4,7.2,74.8,8.8,40.3,.8,11.38,0,14.7,2.4,8.7,12.6,4.7,8.7,1.3,.2,296,74,4.2,2.1,1.4
96,5,6,19.3,-1.3,8,74.5,17,41.2,.8,10.89,0,13.3,3.2,8,11.4,5.6,8.6,1.5,.3,313,74,3.9,2.1,1.6
96,6,6,20.6,-.9,9.1,78.9,18.8,46.5,.8,12.34,0,14.1,2.9,7.9,11.8,5.1,8.3,1.7,.5,301,67,4.3,2.5,2
96,7,6,24.7,.4,11.2,80.3,14.6,43.7,1,12.99,0,15.3,3.1,8.4,12.5,5.2,8.7,1.9,.6,57,67,5.4,3,3.7
96,8,6,24.7,3.5,12.4,63.2,13.6,39.2,1.1,12.9,0,15.9,4,9.2,13.2,5.9,9.3,2.1,.8,13,64,6.7,3.2,4
96,9,6,24.8,.1,11.4,81.8,13.8,45.3,1,12.83,0,17.2,3.9,9.8,14,6.1,9.8,1.3,.4,191,69,3.7,2.6,3.8
96,10,6,24.3,3.2,11.9,79.5,15.1,45.2,1,12.3,0,17.7,5.8,10.6,14.6,7.4,10.6,1.3,.3,203,70,4.8,2.5,3.9
96,11,6,25.2,1.3,11.7,80.4,7.4,43.4,1,13.85,0,18.2,4.9,10.8,15.1,7.2,10.8,1.3,.4,188,69,4.5,2.9,4
96,12,6,27,1.9,12.4,73.8,10.2,40,1.2,13.78,0,17.1,4.9,10.3,14.3,7.2,10.6,1.5,.2,187,76,4.2,3.1,4.9
96,13,6,24.2,1.7,11.5,82.2,13.8,43.1,1,13.68,0,17.2,4.7,10.2,14.3,7,10.4,1.3,.8,180,50,4.7,2.8,3.7
96,14,6,24.3,.9,11,74.9,13.7,44.1,.9,13.67,0,16.8,4.8,10,14.1,7,10.3,1.3,.2,176,73,3.7,2.7,3.6
96,15,6,22.2,.4,11.1,80.7,15.3,44.1,.9,10.96,0,15.3,4.5,9.7,13,6.7,10,1.5,.3,224,73,3.9,2.2,2.7
96,16,6,24.9,3.2,13.6,81.1,16.9,43.2,1.1,12.76,0,17.5,5.7,11.2,14.6,7.6,11.1,2.1,1,236,59,8.9,3.2,4.1
96,17,6,21,8.7,16.8,58.2,8.3,29.8,1.4,12.66,0,15.5,6.3,11.8,14.3,9,12.3,5.9,5.2,268,28,15.3,5.6,3.1
96,18,6,19.1,.9,9.5,62.7,7.1,24.3,1,14.01,0,14.8,2.7,8,12.5,5.3,8.8,1.8,.3,12,73,6.4,3.1,1.7
96,19,6,20.4,-1.8,9.7,69.9,12.9,42.2,.8,13.87,0,14.7,2.6,8.1,12,5.1,8.6,2.1,1.1,257,55,9.1,3.1,1.9
96,20,6,19.8,.4,9.7,87.6,10,47.3,.8,14.62,0,15.6,4.1,9.1,13.1,6.3,9.5,1.6,.4,235,70,4.5,2.9,1.9
96,21,6,17,-3.3,7,80.9,17,44.6,.7,10.59,0,12.8,2.2,7.4,11.1,4.7,8,1.2,.5,183,63,3.6,1.8,.9
96,22,6,15.9,2.6,9.4,89.4,27.9,49,.7,10.98,0,13.5,4.5,8.4,11.5,6.2,8.8,3.3,2.4,251,41,10.6,2.7,.6
96,23,6,15,-1.4,6,97.1,25.1,64.6,.4,14.8,0,14.9,2.7,7.9,12.4,5,8.4,1.4,.6,189,60,5.1,2.3,.3
96,24,6,16.5,-3.5,5.5,90.3,16,50.6,.6,14.7,0,14.6,1.9,7.3,12,4.4,7.9,1.3,.5,199,62,4,2.4,.7
96,25,6,16.7,-3.9,5.8,79.8,20,47.5,.6,12.17,0,13.7,1.6,6.8,11.2,4.1,7.4,1.5,.6,144,63,3.8,2.1,.7
96,26,6,18.7,2.6,9.7,83.3,30.8,51.3,.7,14.52,0,16.7,4.1,9.4,13.6,5.9,9.3,1.4,.2,275,74,4.8,2.7,1.6
