87,1,6,18.2,-1.7,7.5,84.8,33.2,59.5,.6,11.94,0,17.7,4.1,10,15.2,5.6,10,1.5,.5,168,67,2.9,2,1.2
87,2,6,18.7,-.6,7.8,83.8,29.4,58.2,.6,11.65,0,18,5.5,10.6,15.6,6.8,10.6,1.5,.4,203,69,3.1,2,1.5
87,3,6,20.7,-2.5,7.6,84.4,15.3,49.7,.8,12.68,0,18,4.1,9.9,15.4,5.6,10,1.8,.5,67,69,4.6,2.7,2
87,4,6,22.9,-2,10.6,72.5,17.6,43.3,1,11.79,0,18.3,4.1,10.8,15.9,5.5,10.6,2.5,1.6,156,48,6.6,3.2,2.9
87,5,6,16.2,8.1,12,89.1,35.8,69.8,.5,8.53,4,15.7,9.6,12.3,14.5,10.7,12.4,3.8,2.9,213,40,12.1,1.7,1
87,6,6,16.3,5.8,10.3,97,44.4,77.6,.4,12.18,0,19.2,8.2,12.4,16.8,9,12.2,1.4,.5,172,66,3.8,1.8,.9
87,7,6,16.5,4.9,9.2,94.1,43.5,77.6,.3,9.99,0,17.4,7.5,11.3,15.2,8.6,11.5,2.9,1.3,199,60,9.1,1.6,.9
87,8,6,12.6,-.5,5.9,99.4,54.3,80.7,.2,11.27,0,16.9,4.6,9.5,14.1,6.3,10,1.9,1,240,55,4.6,1.4,0
87,9,6,14.2,-2.7,4.9,97.6,30.8,68.6,.4,12.81,0,15.2,3,8,13.1,4.7,8.5,2.3,1.1,2,59,7.6,2.2,.2
87,10,6,17,-3.4,6.5,73.1,18.2,48.3,.7,13.62,0,16.7,1.5,7.9,14,3.2,8.1,1.6,.7,12,60,4.8,2.6,.9
87,11,6,21,-3.6,7.6,77.9,17.4,47.5,.8,13.62,0,17.7,2.2,8.8,14.9,3.8,8.9,1.8,.8,26,61,4.2,2.8,2.2
87,12,6,20.9,-1.5,9.1,63.6,17.1,42,.9,13.69,0,18.4,3.1,9.7,15.6,4.7,9.7,1.8,.6,44,66,5.2,3.1,2.1
87,13,6,20.2,-2.4,8.4,74.9,18,46,.8,13.08,0,18.1,3.6,10.1,15.6,5.2,10.1,1.6,.6,171,65,4.8,2.6,1.9
87,14,6,16.8,1.9,9,74.6,29,49.7,.7,9.85,0,17,6.6,11,14.9,7.6,11,1.6,.7,218,59,3.4,1.9,.9
87,15,6,15.7,-.7,7.1,90.6,33.2,60,.5,10.66,0,16.6,5.2,10.1,14.2,6.8,10.4,3.9,2.4,274,49,9.1,2.5,.5
87,16,6,7.4,-2.9,2.8,93.7,39.1,65.5,.3,11.19,0,12.8,3.4,7.9,11.5,5.9,8.5,2.7,2.1,258,36,6.7,1.6,0
87,17,6,7.8,-8.6,-.4,76.9,29.5,53.8,.3,13.33,0,12.7,-.6,5.1,10.7,1.4,5.7,2.1,.8,224,65,6.3,2,0
87,18,6,9.4,-9.2,.1,86.9,26.1,57.8,.4,13.86,0,14,-1.3,5.2,11.3,.6,5.5,1.4,.5,161,64,3.4,1.9,0
87,19,6,10.8,-7.2,2.2,87.4,27,58.5,.4,11.42,0,13.6,-.3,6.1,11.2,1.4,6.1,1.4,.2,248,75,6.3,1.6,0
87,20,6,13.5,.6,6,94.4,33.6,65.2,.4,13.21,0,15.4,4.4,8.4,12.9,5.3,8.4,2.7,2.2,16,36,7.1,2.4,.1
87,21,6,12.8,-6,3.6,83.1,22.9,49.7,.5,14.37,0,15.9,.9,7.3,13.2,2.7,7.5,1.6,.2,347,75,3.5,2.4,0
87,22,6,17.4,-6.3,5,81.6,18.6,46.2,.7,14.35,0,16.7,.7,7.6,13.7,2.5,7.6,1.7,.4,52,72,4.1,2.7,.9
87,23,6,18.4,-.2,7.9,65.6,18.4,41.3,.8,13.05,0,18.3,4.4,9.6,15.1,5.3,9.3,1.9,.9,205,59,5.8,2.7,1.3
87,24,6,17.7,-2,7.7,63.8,21.8,40.1,.8,12.02,0,17.6,3.8,9.6,14.8,5.3,9.6,1.7,.8,189,61,3.9,2.3,1.1
87,25,6,19.7,-1.7,7.9,71.1,20.7,46,.8,14.03,0,19.3,3.8,10.3,16.1,5.2,10.1,1.5,.1,301,79,3.2,2.7,1.7
87,26,6,24.5,-1.5,10.5,70,16.1,42.2,1,14.89,0,20.9,4.5,11.6,17.4,6,11.2,1.6,.4,54,71,4.5,3.3,3.5
87,27,6,23.6,1.6,11.8,62.8,16.9,39.2,1.1,11.76,0,20.4,6.3,12.4,17.3,7.6,12.1,1.5,.7,202,60,3.4,2.6,3.4
87,28,6,24.4,7.2,14.4,57.4,16.7,35.6,1.2,11.41,0,22.5,10.6,14.6,19.2,11,14.1,2.2,.7,219,67,5.2,3.2,4.5
87,29,6,24,2.8,12.4,61.2,15.6,36.1,1.1,14.89,0,22.7,7.7,14.1,19.4,9,13.8,1.6,.6,321,64,4.2,3.5,3.7
87,30,6,24.2,5.3,14.5,54.8,15.4,33.1,1.2,12.31,0,22.7,9.3,15.1,19.4,10.4,14.6,2.5,1.1,316,60,10.3,3.5,4
87,31,6,13.1,3.9,9.5,99.4,55.6,88.5,.2,3.94,3,15.6,7.8,12.2,16,9.7,12.9,2.4,1.3,110,56,5.4,0,0
87,32,6,17.8,-.4,7.2,100,53.8,88.3,.2,13.87,1,19.8,4.8,11,16.9,6.5,11,1.4,.5,171,67,3.2,1.8,1.1
87,33,6,21.3,-.2,10,99.7,40.9,77.9,.4,15.19,0,21.8,5.1,12.3,18.4,6.8,12.1,1.6,.3,92,72,3.2,2.5,2.4
87,34,6,24.5,2.8,12.9,94.6,19.1,61.7,.8,13.31,0,21.9,7.2,13.5,18.6,8.6,13.2,2.3,.8,197,66,7.2,3,3.9
87,35,6,21,8.6,13.7,66.2,34.4,50,.8,12.96,0,23.2,11.1,15.2,20,11.6,14.8,2.1,.6,126,68,4.6,2.8,3.1
87,36,6,23,4.8,13.6,75.9,21.3,47.8,1,16.18,0,22.5,8.3,14.5,19.5,9.7,14.3,3.8,3.6,24,20,10.7,4.7,3.5
87,37,6,23.7,6.2,14.8,54.6,16.6,34.2,1.2,16.68,0,22.6,9.2,15,19.7,10.5,14.7,4.5,4.3,66,17,10.2,5.5,4
87,38,6,23.8,4,15.7,46.6,13.8,25.2,1.5,16.81,0,22.3,8.5,15.1,19.4,10.2,14.8,5.6,5.4,79,18,11.3,6.8,3.8
87,39,6,24.8,6.6,15.1,40.2,14.4,24.2,1.4,13.7,0,23.4,10.8,16,20.3,11.8,15.7,2.7,1.4,70,56,6.6,4.3,4.5
87,40,6,26.6,5.3,15.8,50.2,15.4,30.4,1.5,14.12,0,25,10,16.5,21.4,11.3,16,1.7,.7,138,62,4.5,3.6,5.1
87,41,6,26,9.5,17.9,49.6,21.6,33.8,1.5,14.09,0,26.7,13.3,18.7,23.1,14.1,18.1,1.9,.4,129,72,4,3.7,5.6
87,42,6,25.5,11.3,17.5,69.9,34.5,51.6,1.1,16.04,0,28.5,14.2,19.8,24.8,14.9,19.1,2.1,.6,164,68,4.3,3.8,5.9
87,43,6,24.7,9.1,16,74.8,32.2,52.2,1,16.43,0,27.7,13.4,19.3,24.4,14.5,19,2,.8,227,63,5.9,3.7,4.9
87,44,6,25.4,5.4,16.4,71.4,23.1,44.8,1.2,15.34,0,27.4,11.9,18.6,23.7,13.5,18.3,2.4,1,225,61,7,3.8,4.6
87,45,6,21.7,9.6,16.9,60.8,14.2,31.9,1.4,17.66,0,24.4,14.3,18.6,22.1,15.8,18.6,6.2,5.6,281,25,12,6.8,3.6
87,46,6,22.5,3.1,13.4,40.7,14.5,23.8,1.3,16.24,0,25.4,10.2,16.9,22.1,12,16.7,2,.2,120,78,10.2,4.1,3.1
87,47,6,18.8,8.6,13.1,54.5,24.9,42.8,.9,16.56,0,24.7,12.2,17.2,21.7,13.7,17.2,3.9,2.5,274,48,8.6,4.1,2.1
87,48,6,20,1.3,10.5,68.7,26.6,47,.8,17.56,0,25,8.8,15.9,21.7,10.9,15.9,1.9,.5,271,69,5,3.6,2
87,49,6,18.5,1.2,9.4,56,18.2,38,.8,17.26,0,23,7.9,14.5,20.1,10,14.8,2.9,.7,271,71,9.5,4,1.4
87,50,6,17.9,1.5,9.2,71.7,19,41.1,.8,17.83,0,22.9,7.5,14,19.6,9.4,14.2,3,2.1,267,44,8.4,4.2,1.2
87,51,6,15.8,.2,7.3,52.9,22.6,33,.7,15.11,0,22.4,6.5,12.5,18.7,8.6,13,2.6,.2,272,77,7.9,3.3,.6
87,52,6,18,-2.4,7.7,66.4,18.3,40.3,.8,18.34,0,22.8,5.3,12.7,19.2,7.4,12.8,1.9,.2,187,77,5.5,3.7,1.2
87,53,6,19.4,-2.1,8.9,54.6,17.1,35.2,.9,18.51,0,23,5.7,13.3,19.6,7.8,13.3,2.1,.7,58,65,5.7,4,1.6
87,54,6,17.4,1.5,9.5,55.8,25.5,41.3,.7,15.23,0,20.1,6.9,12.6,17,8.8,12.8,5.1,4.6,179,25,12.8,4.4,1.1
87,55,6,12.2,2.7,7.3,96.3,51.8,76.9,.3,4.59,20,12.7,6.9,10.4,12.7,8,11.2,5.8,3.6,184,50,13.2,1,0
