"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"01/01/2007","AQS","040130019","1","81","ug/m3 SC","64","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/02/2007","AQS","040130019","1","47","ug/m3 SC","44","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/03/2007","AQS","040130019","1","47","ug/m3 SC","44","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/04/2007","AQS","040130019","1","48","ug/m3 SC","44","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/05/2007","AQS","040130019","1","30","ug/m3 SC","28","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/06/2007","AQS","040130019","1","18","ug/m3 SC","17","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/07/2007","AQS","040130019","1","32","ug/m3 SC","30","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/08/2007","AQS","040130019","1","60","ug/m3 SC","53","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/09/2007","AQS","040130019","1","55","ug/m3 SC","51","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/10/2007","AQS","040130019","1","63","ug/m3 SC","55","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/11/2007","AQS","040130019","1","64","ug/m3 SC","55","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/12/2007","AQS","040130019","1","33","ug/m3 SC","31","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/13/2007","AQS","040130019","1","21","ug/m3 SC","19","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/14/2007","AQS","040130019","1","31","ug/m3 SC","29","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/15/2007","AQS","040130019","1","48","ug/m3 SC","44","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/16/2007","AQS","040130019","1","31","ug/m3 SC","29","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/17/2007","AQS","040130019","1","63","ug/m3 SC","55","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/18/2007","AQS","040130019","1","56","ug/m3 SC","51","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/19/2007","AQS","040130019","1","24","ug/m3 SC","22","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/20/2007","AQS","040130019","1","22","ug/m3 SC","20","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/21/2007","AQS","040130019","1","14","ug/m3 SC","13","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/22/2007","AQS","040130019","1","30","ug/m3 SC","28","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/23/2007","AQS","040130019","1","45","ug/m3 SC","42","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/24/2007","AQS","040130019","1","43","ug/m3 SC","40","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/25/2007","AQS","040130019","1","32","ug/m3 SC","30","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/26/2007","AQS","040130019","1","38","ug/m3 SC","35","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/27/2007","AQS","040130019","1","30","ug/m3 SC","28","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/28/2007","AQS","040130019","1","38","ug/m3 SC","35","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/29/2007","AQS","040130019","1","57","ug/m3 SC","52","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/30/2007","AQS","040130019","1","25","ug/m3 SC","23","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"01/31/2007","AQS","040130019","1","15","ug/m3 SC","14","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/01/2007","AQS","040130019","1","16","ug/m3 SC","15","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/02/2007","AQS","040130019","1","39","ug/m3 SC","36","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/03/2007","AQS","040130019","1","45","ug/m3 SC","42","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/04/2007","AQS","040130019","1","39","ug/m3 SC","36","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/05/2007","AQS","040130019","1","52","ug/m3 SC","48","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/06/2007","AQS","040130019","1","60","ug/m3 SC","53","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/07/2007","AQS","040130019","1","72","ug/m3 SC","59","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/08/2007","AQS","040130019","1","64","ug/m3 SC","55","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/09/2007","AQS","040130019","1","65","ug/m3 SC","56","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/10/2007","AQS","040130019","1","40","ug/m3 SC","37","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/11/2007","AQS","040130019","1","43","ug/m3 SC","40","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/12/2007","AQS","040130019","1","30","ug/m3 SC","28","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/13/2007","AQS","040130019","1","26","ug/m3 SC","24","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/14/2007","AQS","040130019","1","21","ug/m3 SC","19","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/15/2007","AQS","040130019","1","33","ug/m3 SC","31","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/16/2007","AQS","040130019","1","47","ug/m3 SC","44","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/17/2007","AQS","040130019","1","38","ug/m3 SC","35","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/18/2007","AQS","040130019","1","32","ug/m3 SC","30","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/19/2007","AQS","040130019","1","22","ug/m3 SC","20","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/20/2007","AQS","040130019","1","20","ug/m3 SC","19","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/21/2007","AQS","040130019","1","38","ug/m3 SC","35","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/22/2007","AQS","040130019","1","45","ug/m3 SC","42","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/23/2007","AQS","040130019","1","41","ug/m3 SC","38","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/24/2007","AQS","040130019","1","23","ug/m3 SC","21","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/25/2007","AQS","040130019","1","22","ug/m3 SC","20","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/26/2007","AQS","040130019","1","39","ug/m3 SC","36","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/27/2007","AQS","040130019","1","41","ug/m3 SC","38","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/28/2007","AQS","040130019","1","41","ug/m3 SC","38","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/01/2007","AQS","040130019","1","35","ug/m3 SC","32","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/02/2007","AQS","040130019","1","36","ug/m3 SC","33","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
