MMWR_Year,MMWR_Week,Daily AQI Value,Daily Mean PM10 Concentration
2006,1,55.114285714285714,67.34285714285714
2006,2,71.14285714285714,96.02857142857144
2006,3,59.34285714285715,75.57142857142857
2006,4,57.314285714285724,71.71428571428571
2006,5,59.199999999999996,75.14285714285714
2006,6,64.57142857142857,84.57142857142856
2006,7,72.91428571428571,100.57142857142858
2006,8,52.171428571428564,63.02857142857143
2006,9,54.31428571428571,65.60000000000001
2006,10,54.97142857142857,71.91428571428573
2006,11,25.914285714285715,28.428571428571427
2006,12,26.0,28.54285714285714
2006,13,27.771428571428572,30.2
2006,14,38.971428571428575,44.028571428571425
2006,15,63.857142857142854,89.62857142857142
2006,16,45.91428571428571,52.371428571428574
2006,17,38.714285714285715,43.285714285714285
2006,18,40.22857142857142,45.17142857142858
2006,19,47.25714285714286,54.771428571428565
2006,20,49.22857142857144,58.99999999999999
2006,21,51.99999999999999,61.94285714285713
2006,22,52.60000000000001,63.057142857142864
2006,23,47.25714285714286,56.685714285714276
2006,24,47.31428571428571,55.60000000000001
2006,25,54.34285714285714,65.45714285714287
2006,26,59.6,75.57142857142858
2006,27,33.599999999999994,37.39999999999999
2006,28,45.800000000000004,53.57142857142857
2006,29,52.95714285714286,63.76428571428572
2006,30,32.528571428571425,36.35714285714286
2006,31,26.37142857142857,28.82857142857143
2006,32,36.08571428571428,40.142857142857146
2006,33,34.31428571428571,37.371428571428574
2006,34,30.142857142857142,34.028571428571425
2006,35,44.65714285714285,49.942857142857136
2006,36,19.54285714285714,21.142857142857142
2006,37,34.971428571428575,39.228571428571435
2006,38,46.82857142857143,54.057142857142864
2006,39,53.457142857142856,64.68571428571428
2006,40,51.31428571428571,61.02142857142858
2006,41,35.871428571428574,39.839999999999996
2006,42,39.25714285714286,44.85714285714287
2006,43,42.08571428571429,48.44285714285714
2006,44,57.59999999999999,70.88571428571429
2006,45,61.028571428571425,77.20000000000002
2006,46,63.34285714285714,81.62857142857142
2006,47,61.45714285714286,77.68571428571428
2006,48,55.82857142857142,69.8
2006,49,60.228571428571435,77.97142857142856
2006,50,68.22857142857143,90.0
2006,51,41.05714285714286,46.62142857142857
2006,52,34.0,38.31428571428571
2007,1,34.97142857142857,39.42857142857143
2007,2,43.31428571428571,51.25714285714286
2007,3,39.05714285714286,44.971428571428575
2007,4,32.97142857142857,37.05714285714286
2007,5,31.857142857142858,34.99285714285714
2007,6,50.714285714285715,60.76428571428571
2007,7,34.34285714285714,37.714285714285715
2007,8,29.599999999999998,32.457142857142856
2007,9,39.08571428571429,44.08571428571429
2007,10,47.34285714285715,54.714285714285715
2007,11,53.74285714285714,64.65714285714286
2007,12,34.371428571428574,39.23571428571429
2007,13,36.6,43.68571428571429
2007,14,44.857142857142854,51.28142857142858
2007,15,50.9,63.57285714285714
2007,16,45.542857142857144,53.47571428571428
2007,17,36.028571428571425,41.26428571428572
2007,18,48.6,59.06999999999999
2007,19,43.97142857142857,50.30857142857143
2007,20,45.199999999999996,51.19
2007,21,47.32857142857143,55.54714285714285
2007,22,42.18571428571429,47.832857142857144
2007,23,60.51428571428572,78.19000000000001
2007,24,47.714285714285715,55.47714285714286
2007,25,47.771428571428565,54.642857142857146
2007,26,48.91428571428571,57.40571428571429
2007,27,56.02857142857143,67.58857142857143
2007,28,46.228571428571435,52.769999999999996
2007,29,60.48571428571428,78.71428571428571
2007,30,30.485714285714288,33.51571428571429
2007,31,27.828571428571426,30.321428571428573
2007,32,36.885714285714286,40.339999999999996
2007,33,51.82857142857143,65.82142857142857
2007,34,48.471428571428575,57.80428571428571
2007,35,40.74285714285715,48.44714285714286
2007,36,40.18571428571429,46.30428571428571
2007,37,46.2,52.642857142857146
2007,38,44.18571428571429,49.75
2007,39,42.857142857142854,48.05428571428571
2007,40,45.457142857142856,51.49714285714286
2007,41,52.71428571428572,62.505714285714284
2007,42,58.72857142857142,73.35571428571428
2007,43,58.67142857142857,74.35714285714286
2007,44,58.028571428571425,71.01714285714286
2007,45,66.87142857142857,87.59
2007,46,63.142857142857146,81.00571428571428
2007,47,55.328571428571436,67.55142857142857
2007,48,46.02857142857143,57.5
2007,49,37.25714285714286,41.74857142857143
2007,50,19.400000000000002,20.979999999999997
2007,51,34.85714285714286,38.42857142857143
2007,52,32.07142857142857,35.18
2008,1,39.24285714285714,43.87428571428571
2008,2,22.014285714285712,23.90285714285714
2008,3,29.0,31.618571428571435
2008,4,28.885714285714283,31.689999999999998
2008,5,20.571428571428573,22.262857142857147
2008,6,25.485714285714288,27.64428571428571
2008,7,31.042857142857144,34.5
2008,8,25.45714285714286,27.620000000000005
2008,9,31.285714285714285,34.31
2008,10,33.971428571428575,38.59428571428571
2008,11,42.15714285714286,48.785714285714285
2008,12,34.94285714285714,38.69
2008,13,43.6,48.35857142857143
2008,14,40.68571428571429,45.285714285714285
2008,15,39.84285714285714,44.57142857142857
2008,16,46.142857142857146,53.525714285714294
2008,17,45.885714285714286,51.0
2008,18,47.114285714285714,54.07142857142857
2008,19,41.6,46.19428571428572
2008,20,42.385714285714286,49.07714285714285
2008,21,43.642857142857146,54.59571428571429
2008,22,28.114285714285717,30.542857142857144
2008,23,54.15714285714286,69.02428571428571
2008,24,46.542857142857144,51.714285714285715
2008,25,46.214285714285715,51.33428571428572
2008,26,46.72857142857142,53.451428571428565
2008,27,46.65714285714286,56.35571428571428
2008,28,28.17142857142857,30.879999999999995
2008,29,30.614285714285717,33.64142857142857
2008,30,27.071428571428573,29.66714285714286
2008,31,36.4,39.66571428571429
2008,32,32.84285714285714,37.46142857142858
2008,33,34.25714285714286,37.66571428571428
2008,34,30.900000000000002,33.47571428571428
2008,35,24.9,28.17142857142857
2008,36,26.5,28.622857142857136
2008,37,38.58571428571429,43.88142857142857
2008,38,35.1,38.5
2008,39,36.028571428571425,39.59571428571429
2008,40,42.971428571428575,47.83142857142857
2008,41,47.957142857142856,55.69
2008,42,38.471428571428575,43.048571428571435
2008,43,47.528571428571425,55.222857142857144
2008,44,54.42857142857143,64.5957142857143
2008,45,45.39999999999999,51.048571428571435
2008,46,54.24285714285714,66.99999999999999
2008,47,54.042857142857144,64.58142857142857
2008,48,35.72857142857142,43.09428571428571
2008,49,31.585714285714282,34.42857142857143
2008,50,33.17142857142857,36.285714285714285
2008,51,16.67142857142857,18.015714285714285
2008,52,15.0,16.262857142857143
2008,53,27.900000000000002,30.404285714285713
2009,1,19.385714285714283,20.977142857142855
2009,2,34.62857142857143,38.52428571428572
2009,3,29.47142857142857,32.78714285714286
2009,4,24.242857142857144,26.214285714285715
2009,5,33.51428571428571,36.95285714285715
2009,6,13.142857142857142,14.214285714285714
2009,7,21.02857142857143,22.689999999999998
2009,8,37.12857142857143,40.68571428571429
2009,9,37.74285714285714,41.6
2009,10,26.45714285714286,28.657142857142855
2009,11,37.371428571428574,41.51428571428572
2009,12,47.14285714285715,58.82857142857143
2009,13,41.4,49.05714285714286
2009,14,34.25714285714285,39.0
2009,15,27.342857142857145,30.257142857142856
2009,16,31.599999999999998,34.114285714285714
2009,17,35.31428571428571,38.25714285714286
2009,18,39.25714285714286,42.771428571428565
2009,19,36.800000000000004,39.885714285714286
2009,20,32.25714285714286,35.82857142857143
2009,21,24.62857142857143,26.657142857142855
2009,22,30.97142857142857,33.82857142857143
2009,23,25.657142857142855,27.74285714285714
2009,24,31.428571428571434,34.2
2009,25,34.25714285714286,37.114285714285714
2009,26,31.0,33.68571428571428
2009,27,31.62857142857143,34.48571428571428
2009,28,73.91428571428571,100.74285714285715
2009,29,40.885714285714286,48.64714285714286
2009,30,35.82857142857143,39.0
2009,31,41.94285714285714,48.0
2009,32,39.285714285714285,46.57142857142857
2009,33,35.199999999999996,40.2
2009,34,27.857142857142858,30.057142857142857
2009,35,38.800000000000004,46.85714285714285
2009,36,24.885714285714283,26.807142857142857
2009,37,31.12857142857143,33.67142857142857
2009,38,34.699999999999996,38.66285714285715
2009,39,34.75714285714285,37.870000000000005
2009,40,39.01428571428571,42.51857142857143
2009,41,32.542857142857144,35.43
2009,42,34.5,37.94714285714286
2009,43,39.27142857142858,47.709999999999994
2009,44,47.114285714285714,54.0
2009,45,37.94285714285714,42.27428571428572
2009,46,39.800000000000004,45.01285714285715
2009,47,39.1,43.18285714285714
2009,48,28.04285714285714,30.299999999999994
2009,49,29.54285714285714,33.067142857142855
2009,50,23.071428571428573,25.038571428571426
2009,51,28.314285714285717,30.845714285714287
2009,52,23.11428571428571,25.207142857142856
2010,1,33.128571428571426,36.785714285714285
2010,2,31.271428571428572,34.69857142857143
2010,3,12.942857142857141,13.954285714285716
2010,4,14.442857142857145,15.644285714285713
2010,5,18.77142857142857,20.322857142857142
2010,6,14.057142857142855,15.215714285714284
2010,7,23.97142857142857,25.822857142857142
2010,8,15.599999999999998,16.89428571428571
2010,9,15.585714285714285,16.75142857142857
2010,10,13.200000000000001,14.287142857142856
2010,11,20.471428571428568,22.037142857142857
2010,12,23.97142857142857,25.82
2010,13,25.17142857142857,27.322857142857142
2010,14,27.842857142857145,30.215714285714284
2010,15,30.185714285714283,32.91285714285714
2010,16,23.542857142857144,25.412857142857142
2010,17,29.771428571428572,32.855714285714285
2010,18,32.614285714285714,36.357142857142854
2010,19,29.557142857142853,32.034285714285716
2010,20,30.5,32.964285714285715
2010,21,30.571428571428573,33.33857142857143
2010,22,28.04285714285714,30.31857142857143
2010,23,31.857142857142858,34.62
2010,24,27.885714285714283,30.125714285714285
2010,25,30.971428571428568,33.57
2010,26,31.057142857142853,33.82142857142857
2010,27,28.714285714285715,31.071428571428573
2010,28,32.42857142857143,35.537142857142854
2010,29,26.985714285714284,29.321428571428573
2010,30,18.242857142857144,19.715714285714284
2010,31,20.985714285714288,22.60571428571429
2010,32,23.142857142857142,25.018571428571427
2010,33,30.557142857142853,33.30285714285714
2010,34,19.385714285714283,20.97142857142857
2010,35,26.857142857142858,28.947142857142858
2010,36,27.82857142857143,30.071428571428573
2010,37,34.68571428571428,37.785714285714285
2010,38,29.571428571428573,31.93
2010,39,36.971428571428575,41.32142857142857
2010,40,19.671428571428574,21.195714285714285
2010,41,36.39999999999999,42.722857142857144
2010,42,20.514285714285712,22.69142857142857
2010,43,26.900000000000002,29.071428571428573
2010,44,33.5,36.42714285714286
2010,45,29.9,32.49285714285714
2010,46,37.68571428571429,41.857142857142854
2010,47,22.585714285714285,24.358571428571427
2010,48,37.285714285714285,42.19571428571429
2010,49,43.98571428571428,49.55714285714286
2010,50,30.914285714285715,34.667142857142856
2010,51,17.285714285714285,18.68285714285714
2010,52,16.25714285714286,17.618571428571432
2011,1,20.87142857142857,22.604285714285716
2011,2,23.885714285714283,25.795714285714286
2011,3,27.699999999999996,29.872857142857146
2011,4,26.885714285714283,29.064285714285713
2011,5,22.25714285714286,24.014285714285712
2011,6,27.699999999999996,30.118571428571425
2011,7,33.542857142857144,37.87428571428571
2011,8,14.942857142857141,16.094285714285714
2011,9,15.257142857142854,16.412857142857142
2011,10,30.657142857142855,33.90571428571429
2011,11,33.285714285714285,36.160000000000004
2011,12,31.385714285714283,36.18999999999999
2011,13,25.77142857142857,27.98428571428571
2011,14,23.47142857142857,25.388571428571428
2011,15,27.0,29.381428571428568
2011,16,27.52857142857143,29.714285714285715
2011,17,31.928571428571423,34.57142857142857
2011,18,29.642857142857142,32.35
2011,19,30.24285714285714,32.66571428571429
2011,20,30.1,32.55428571428571
2011,21,32.84285714285714,35.55714285714286
2011,22,36.114285714285714,40.51714285714286
2011,23,32.01428571428571,35.76857142857143
2011,24,31.17142857142857,33.675714285714285
2011,25,35.05714285714286,37.94857142857143
2011,26,41.3,46.53285714285715
2011,27,94.58571428571427,139.4142857142857
2011,28,25.557142857142857,27.58571428571429
2011,29,51.41428571428571,64.85714285714286
2011,30,20.74285714285714,22.37285714285714
2011,31,38.75714285714286,48.04285714285714
2011,32,38.8,44.30428571428571
2011,33,41.528571428571425,51.18714285714287
