Year,Day of Year,Station Number,Air Temp - Max,Air Temp - Min,Air Temp - Mean,RH - Max,RH - Min,RH - Mean,VPD - Mean,Solar Rad. - Total,Precipitation - Total,"2"" Soil Temp - Max","2"" Soil Temp - Min","2"" Soil Temp - Mean","4"" Soil Temp - Max","4"" Soil Temp - Min","4"" Soil Temp - Mean",Wind Speed - Mean,Wind Vector Magnitude,Wind Vector Direction,Wind Direction Std Dev,Max Wind Speed,Reference ET,Heat Units
88,1,6,16,1,7.4,70.9,17.3,43.4,.7,11.06,0,15,7.8,10.6,11.6,7.1,8.8,2,1.4,349,44,5.6,2.4,.7
88,2,6,15.7,-2.1,6.2,76.6,27.2,50.2,.6,11.71,0,15.5,6.6,10.3,11.9,6.3,8.9,1.6,.3,270,72,3.9,2.1,.5
88,3,6,14.6,-2,6.7,91.6,39.2,63,.4,9.89,0,15.2,7.2,11,11.7,6.7,9.2,1.4,.1,256,77,3.7,1.5,.3
88,4,6,17.3,5.9,10.2,87.6,37.9,64.4,.5,7.63,0,16.9,10.5,12.6,12.8,9.2,10.6,1.5,.5,153,66,4,1.1,1.3
88,5,6,12.7,6.4,8.7,94.7,81.5,88.5,.1,2.37,0,13.8,11.2,12.1,11.4,9.8,10.5,1.6,.4,161,69,4.8,-.1,0
88,6,6,16.3,2.6,8.6,95.2,48.1,81.5,.3,12.41,0,17.5,9.6,12.7,13.6,8.7,10.8,1.8,.4,229,70,4.7,1.8,.8
88,7,6,16.1,.4,6.6,95.4,45.7,79.9,.3,10.89,0,16.4,8.6,11.8,12.9,8.1,10.2,1.3,.5,180,65,2.9,1.4,.7
88,8,6,15.8,-1,6.2,95.1,41.9,76.4,.3,12.24,1,17.9,8.3,12,13.7,7.7,10.3,1.4,.1,221,78,3.5,1.6,.6
88,9,6,16.9,-.4,6.8,94.5,35.5,73.2,.4,12.28,0,17.9,8,11.9,13.8,7.5,10.2,1.4,.1,198,78,2.8,1.7,.9
88,10,6,19.2,-.5,7.7,94,27.2,68.2,.5,12.54,0,18.1,7.9,12,13.9,7.5,10.3,1.6,.1,308,79,3.2,2,1.6
88,11,6,16.6,3.3,8.1,90.8,42.9,74,.4,6.89,0,16,10,12.2,12.7,8.9,10.4,1.3,.1,182,77,3.2,.8,.9
88,12,6,20.1,-.9,7.9,94.8,19.8,66.4,.5,13.06,0,18.1,8,12.1,13.9,7.4,10.3,1.8,.3,20,74,4.7,2.3,1.9
88,13,6,18.8,-1.7,7.9,92.8,17.9,56.6,.6,12.36,0,17.8,7.8,11.8,13.6,7.4,10.2,1.7,.6,292,66,4.3,2.4,1.5
88,14,6,20.7,-1.9,8.1,89.5,14.3,50.9,.7,13.65,0,18.3,7.5,12.2,14.6,7.2,10.6,1.8,.2,335,76,5.4,2.8,2.1
88,15,6,14.9,-.3,6.8,84.6,37.5,61.2,.4,6.32,0,13.7,8.1,10.9,11.4,7.7,9.6,1.5,.1,212,79,4.3,.8,.3
88,16,6,17,7.1,10.4,94.3,41.9,75.5,.4,11.18,1,18.1,10.8,13.2,14.3,9.6,11.3,2.1,.7,184,67,4.9,1.8,1.3
