Year,Day of Year,Station Number,Air Temp - Max,Air Temp - Min,Air Temp - Mean,RH - Max,RH - Min,RH - Mean,VPD - Mean,Solar Rad. - Total,Precipitation - Total,"2"" Soil Temp - Max","2"" Soil Temp - Min","2"" Soil Temp - Mean","4"" Soil Temp - Max","4"" Soil Temp - Min","4"" Soil Temp - Mean",Wind Speed - Mean,Wind Vector Magnitude,Wind Vector Direction,Wind Direction Std Dev,Max Wind Speed,Reference ET,Heat Units
99,1,6,21,4.1,12.9,71.4,21.1,39.2,1,13.41,0,17,6.2,10.6,13.6,8.1,10.5,2.1,1.1,270,56,6.9,3.2,2.6
99,2,6,20.1,-1,8.5,87.3,23.9,51.2,.7,13.34,0,16.6,4.2,9.4,13.1,6.6,9.6,1,.3,212,67,3.6,2.3,1.9
99,3,6,19.4,-1.9,7.6,86.1,15.4,47,.7,13.65,0,15.6,3.3,8.5,12.2,5.9,8.9,1.3,.5,326,64,5.6,2.6,1.6
99,4,6,19.3,-2.7,7.3,78.1,12.6,40,.8,13.84,0,15.4,2.7,8,12,5.3,8.4,1.3,.5,195,63,3.9,2.6,1.6
99,5,6,20.4,-2.5,7.4,76.3,15.1,42,.7,13.64,0,15.6,2.6,8.2,12.1,5.2,8.4,1.1,.6,184,57,3.4,2.4,1.9
99,6,6,22.4,.4,9.9,68.7,15.3,39.7,.9,13.42,0,16.6,4.2,9.4,13,6.2,9.3,1,.4,198,62,3.2,2.5,2.9
99,7,6,21.2,-.2,8.6,85.4,18.6,48,.7,9.83,0,14.7,4.2,8.4,11.8,6.4,8.8,1,.1,262,75,3.9,1.6,2.3
99,8,6,20.2,-.7,8.4,82.4,19,48,.7,13.17,0,15.8,3.5,8.7,12.4,5.8,8.8,1.2,.4,263,65,4.7,2.4,1.9
99,9,6,21.3,1.2,10.5,69,13.8,36.8,.9,13.8,0,16.6,4.3,9.3,13,6.4,9.3,1.5,.7,354,60,4.2,2.8,2.4
99,10,6,21.5,-1,9.1,78.1,16.8,43.6,.8,11.96,0,15.9,3.7,9.1,12.5,6,9.2,.9,.5,181,56,3.2,2.1,2.4
99,11,6,23.5,2.7,11.7,70.1,15.4,39.8,1,11.37,0,16.9,5,10.3,13.3,7,10,.9,.4,186,64,3.9,2.2,3.4
99,12,6,21.7,4.7,12,69.9,15.6,39.2,1,13.36,0,17.4,6.3,10.5,13.9,8,10.6,1.8,1,234,54,7.8,3.2,3
99,13,6,21.2,-1,9.4,81.4,19.2,45.4,.8,13.61,0,16,3.5,8.8,12.6,5.9,9.1,1,.1,312,77,4,2.5,2.3
99,14,6,24.4,.9,11.3,79.7,13.6,43.8,1,14.11,0,16.8,3.5,9.2,13.1,5.8,9.2,1.1,.2,52,75,4.2,2.9,3.7
99,15,6,23.6,-.3,10.2,82.6,13.2,43.8,.9,14.04,0,17.3,3,9.9,15.4,5.5,9.9,.9,.5,172,52,3.6,2.6,3.2
99,16,6,22.9,1.7,11,77.9,14.3,41.3,.9,12.63,0,17,5.2,10,13.5,7.3,10.2,1.3,.3,232,69,4.8,2.5,3.2
99,17,6,22.4,1.8,11.3,74.5,19.2,44.1,.9,13.11,0,16.9,4.5,10,13.6,6.6,10,.8,.1,248,77,2.7,2.4,3
99,18,6,23.7,2.1,12.1,80.6,23.8,49.7,.9,14.44,0,18,4.8,10.6,14.2,6.9,10.4,1,.1,194,78,4,2.8,3.5
99,19,6,24.6,4.8,13.6,79.2,23.6,48.8,1,13.23,0,18.9,6.2,11.3,14.8,7.9,11.1,1.1,.2,226,72,3.9,2.6,4.2
99,20,6,22.1,8.3,15.3,66.2,36.9,50.8,.9,13.96,0,17.9,7.3,11.8,14.7,8.8,11.6,3,2.1,207,45,9.3,3.6,3.6
99,21,6,21.3,9.5,16.4,70.5,13.7,39.8,1.2,13.74,0,18.1,9.3,13.1,15.4,11.3,12.9,5.5,4.6,269,34,13,5,3.4
99,22,6,19,2.6,10.6,54.7,12.8,29.9,1,15.18,0,25,5.2,12.4,20.1,7.8,12.4,1.4,.4,308,68,4.3,3.2,1.7
99,23,6,22.8,-1,9.8,74.8,12.9,38.3,.9,15.39,0,18.6,5.2,11,15,7.7,11.2,.8,.1,190,78,2.8,2.9,2.9
99,24,6,21.7,5.3,12.6,66.8,19.5,39.6,1,9.43,0,16.4,7.2,11.1,14,8.6,11.1,1.1,.4,151,63,4.2,1.8,3
99,25,6,23.8,9.7,16.8,87.7,14,37.5,1.3,5.38,0,12.9,9,10.6,12,10,11,3.6,2.2,190,50,10.6,2.6,4.6
99,26,6,16.4,3.9,9.6,90.4,36,65.3,.5,15.1,0,17.3,6.4,10.7,14.2,8.3,10.9,1.8,.7,190,63,10,2.4,.9
99,27,6,15.8,-.2,7.2,88.3,31.8,61.2,.5,15.16,0,16.9,4.3,9.4,13.6,6.6,9.8,1.4,.7,246,58,6.4,2.5,.6
99,28,6,17.9,1.4,9.2,87.5,18.6,49.8,.7,15.31,0,15.9,4.4,9.2,12.9,6.6,9.5,2.7,2.2,288,33,9.8,3.4,1.3
99,29,6,18.5,-1.1,8.1,73.7,16.1,43.4,.7,16.13,0,17.4,3.7,9.3,13.7,6.1,9.6,1.3,.6,224,59,5.2,3,1.3
99,30,6,19.3,-2.3,6.8,72.2,16.9,44.5,.7,13.07,0,15.5,3.6,8.4,12.6,5.9,8.9,.9,0,264,79,3.4,2.2,1.6
99,31,6,22.1,-.9,10.5,75.8,13.7,35.9,1,15.15,0,18.4,4.3,9.9,14.2,6.3,9.8,1.3,.3,248,70,3.7,3.2,2.7
99,32,6,20.2,1.1,9.9,69.4,21.3,44.2,.8,16.5,0,19.7,4.9,10.9,15.2,6.9,10.8,1.4,.3,189,70,4.6,3.2,2.1
99,33,6,21.6,-1,9.2,75.1,12.1,43,.9,17.07,0,17.1,4.3,9.7,13.6,6.4,9.8,1.4,.3,232,71,4.6,3.4,2.4
99,34,6,21.4,-1,9.3,61.9,15.4,36.9,.9,16.76,0,17.9,3.5,9.6,13.8,5.7,9.5,1.1,.4,140,65,4.1,3.2,2.3
99,35,6,14.6,2,8.4,100,25.9,64.3,.4,3.5,1,10.3,5.9,8.3,9.8,7.2,8.8,1.6,.4,53,70,7.8,.3,.3
99,36,6,18.2,5.9,11.4,100,44,89.2,.2,13.07,1,17.4,7.4,11.5,14.1,8.5,11.1,1.9,1.1,219,52,8.5,1.9,1.6
99,37,6,17.3,3.7,10.1,100,51.6,87.6,.2,16.38,1,19.1,6.8,11.8,15.3,8.3,11.5,1.2,.4,169,64,3.9,2.3,1.1
99,38,6,20.5,2.3,10.9,100,30.2,77.2,.5,16.6,1,19.5,6.4,11.8,15.4,8,11.5,1.1,.6,171,55,3.4,2.6,2.2
99,39,6,23.7,4.2,13.2,100,27.8,65.7,.7,17.24,0,20.2,7.4,12.6,16.1,8.8,12.2,1.2,.5,239,64,4.8,3.2,3.7
99,40,6,26.5,4.4,14.2,99.5,19.2,60.7,.9,17.84,0,21.2,7.6,13.3,16.8,9.2,12.8,1.1,0,314,79,3.4,3.4,4.9
99,41,6,14.9,4.7,11.3,80.8,12.3,36.3,.9,16.69,0,15.9,7,11.3,14.1,9.5,12,4.5,3.8,273,32,13.2,4.7,.4
99,42,6,15.1,-1.4,7.2,71.7,9.6,29.9,.8,16.5,0,16.1,4.1,9.3,12.4,6.5,9.9,3,2.7,5,27,10.2,4,.4
99,43,6,23.2,-.8,12.6,66.5,7.3,23.1,1.4,19.28,0,14.9,2.9,8.3,12.1,5.3,8.6,3.9,3.4,63,28,10.4,6.2,3
99,44,6,26.1,6.5,15.8,53.1,8.9,22.9,1.5,18.74,0,19.8,5.3,11.4,15.4,7.2,11,2.5,1.9,47,40,7.7,5.3,5.1
99,45,6,26,1,13.3,72.2,10.6,32,1.3,18.6,0,21.4,5.1,12,16.5,7.3,11.6,1.2,.4,212,64,4.5,4.1,4.4
99,46,6,22.1,6.4,13.9,53.3,14,30.7,1.2,18.6,0,20.8,7.2,12.4,16.4,8.8,12.2,2,1.1,249,55,5.2,4.4,3.3
99,47,6,22.2,4.4,12.3,72.4,16.9,39.6,1,16.54,0,20.9,7.5,12.4,16.4,9,12.2,1.2,.2,145,72,4.3,3.3,3.1
99,48,6,23.2,3.8,13.1,73.1,15.8,40.3,1.1,17.76,0,21.8,7.2,13.1,17.1,9,12.7,1.2,.3,171,69,4,3.6,3.5
99,49,6,24.5,3.6,14.1,84.4,22.7,45.5,1.1,16.73,0,27.4,7.1,15.2,21.3,9.2,14.4,1,.1,271,75,4.6,3.3,4
99,50,6,25.4,9.3,17.1,67.7,18.8,39,1.3,18.3,0,21.5,10.6,15,18,11.9,14.8,2,1.1,226,56,6.4,4.6,5.2
99,51,6,25.6,6,15.5,76.5,20.5,46.6,1.1,19.6,0,23.4,9.3,15.1,18.9,11,14.6,1,.4,167,60,3.3,4,4.7
99,52,6,26.8,5.8,16.4,72.7,16.6,39.4,1.4,16.68,0,22.4,9,14.5,18.1,10.8,14.4,1.7,.8,252,57,8.2,4,5.3
99,53,6,23.6,6.1,16.1,48.8,7.1,21.8,1.5,20.56,0,21.4,10,14.3,17.8,11.8,14.4,2.5,2,301,36,6.6,5.6,3.9
99,54,6,25.4,.4,12.6,61.3,8.2,29.7,1.3,20.77,0,22.6,6.8,13.4,18.3,9.2,13.5,1.1,.5,216,61,3.6,4.4,4
99,55,6,27,2,14.6,64.2,9.5,32.7,1.4,18.58,0,22.2,7.4,14.1,18.2,9.6,13.9,.9,.2,191,73,3,3.9,4.9
99,56,6,26.8,10.1,18.1,54.9,9.4,24.6,1.7,19.1,0,23.5,11.4,15.9,19.5,12.7,15.6,2.3,1.2,224,55,9.4,5.4,6.1
99,57,6,25.2,6.2,15.5,64.7,13.1,28.3,1.4,20.16,0,23.8,9.7,15.1,19.5,11.5,15,1.6,.6,227,65,6,4.9,4.6
99,58,6,25.9,3.9,14.5,64.9,14,35.7,1.3,20.87,0,23.9,8.7,15.1,19.6,10.9,15,1.2,.2,159,72,4,4.4,4.7
99,59,6,28.7,3.4,16.1,69.5,11.6,32.9,1.5,21.35,0,24.8,8.9,15.6,20.1,11.1,15.3,1.3,.4,204,66,3.7,4.8,5.8
99,60,6,30,5.5,17.4,64.1,8.1,30.8,1.7,21.13,0,25.4,9.6,16,20.9,11.7,15.8,1.5,.7,237,61,7.5,5.2,6.7
99,61,6,29.6,4.6,16.9,63.2,8.7,32.7,1.6,22,0,24.8,9.8,16.1,20.2,11.8,15.7,1.1,.4,167,63,3.8,5,6.3
99,62,6,30,5.1,17.2,72.7,9.5,30.6,1.7,22.01,0,24.4,9.3,15.5,19.9,11.4,15.4,1.5,.3,243,71,6.4,5.3,6.6
99,63,6,24.9,9.6,17.2,70.2,23.8,37.2,1.3,18.13,0,21.6,11,14.9,18.2,12.4,15,2.3,1.4,259,51,8.3,4.7,5.1
99,64,6,26.2,6.8,16.3,74.2,19.8,45.4,1.2,22.12,0,24.4,9.7,15.8,20.2,11.6,15.6,1.5,.3,160,73,5.1,4.8,5.2
99,65,6,28.3,6,17,76.2,9.5,37.7,1.5,22.29,0,25,10.1,16.3,20.6,12.2,16.1,1.8,.9,198,57,7.3,5.5,6.1
99,66,6,17.6,6.3,13.2,87,36.4,56.7,.7,10.55,0,17,10.2,13.4,15.6,12.5,14.2,3.9,3.3,214,32,13.1,2.6,1.4
99,67,6,19.9,4.8,12,100,33.2,68.8,.6,21.61,0,23.8,8.8,15,19.3,10.9,14.8,1.3,.7,138,55,5,3.7,2.2
99,68,6,24.1,4.3,14.1,89.3,22.2,50.5,1,22.55,0,24.9,9,15.7,20,11.3,15.4,1.5,.7,223,58,6.4,4.7,3.9
99,69,6,24.1,4.2,14.4,83.5,19,44.1,1.1,22.79,0,33.6,8.9,16,27.7,11.4,15.6,1.1,.6,161,57,4.3,4.6,3.9
99,70,6,21.2,8,14.5,64.3,21,39.4,1.1,22.85,0,21.4,11.2,15.7,18.5,13.2,15.7,3.8,2.7,242,44,10.6,6.1,3.1
99,71,6,21.5,8.8,14.2,58.7,18.4,39.7,1.1,23.36,0,22.9,11.3,16.2,19.3,13.2,15.9,2.7,2.2,262,34,7.5,5.4,3.4
99,72,6,25.4,3,13.8,75.6,11.2,41.5,1.1,23.97,0,24.7,10,16.5,20.3,12.6,16.2,1,.5,156,57,4.3,4.8,4.3
99,73,6,27.9,3.4,15.6,79,10.7,38.2,1.3,20.91,0,24.7,10.6,16.9,20.1,13.1,16.5,1.2,.2,144,73,3.5,4.6,5.5
99,74,6,29,5.9,17.5,73.3,7.8,31.5,1.6,21.08,0,22.8,12.1,16.9,19.5,13.9,16.6,3.5,2.7,190,38,12.8,6.8,6.3
99,75,6,16.2,7.3,10.9,100,38.3,81.9,.3,12.13,1,19.7,12.4,15,17.4,14.2,15.6,2,.4,99,72,8.6,1.7,1
99,76,6,16.4,5.8,10.3,100,42.7,77.3,.3,17.62,0,20.4,10.6,14.3,17.5,12.4,14.5,1.6,.4,280,70,7.2,2.9,.9
99,77,6,22.1,3.2,12.5,100,28.1,69.1,.6,23.57,0,24,9.6,16,19.8,11.9,15.6,1.2,.6,152,60,4.2,4.2,2.9
99,78,6,27.3,5.8,16.8,93.1,20.6,54.1,1.2,23.78,0,25.4,11.4,17.7,21,13.5,17,1.5,.9,53,54,6.1,5.3,5.6
99,79,6,31.6,8.2,19.7,85.5,8.8,39.1,1.8,24.77,0,26.3,12.8,19.1,22,14.7,18.2,2,1.3,196,50,8.7,6.6,7.7
99,80,6,28.1,6.5,17.8,68.9,11.6,34.7,1.6,25.56,0,26.4,12.8,19.1,22.1,15,18.4,2,1.1,226,54,6.7,6.4,6
99,81,6,28.2,7.2,17.4,79.4,11.1,37,1.5,25.58,0,30.1,13,19.4,26.6,15.2,19.7,1.7,.5,201,70,5.3,6,6.1
99,82,6,26.5,8.8,17.7,74.1,17.1,36.4,1.5,24.63,0,22.3,11.1,16,20.2,13.5,16.7,2.6,1.3,240,57,10,6.5,5.7
99,83,6,27,8.3,17.5,71.3,16.5,41.9,1.4,24.86,0,24.5,10.1,16.8,21.5,12.4,16.8,1.2,.4,149,66,3.7,5.4,5.8
99,84,6,29.8,9.8,20,68.3,11.2,36.2,1.7,22.92,0,25.1,11.4,17.8,22,13.5,17.7,1.9,1.2,179,50,6.7,5.9,7.5
99,85,6,20.5,7.3,15.1,97.5,30.8,58,.8,10.72,0,20.7,12.2,16.4,19.1,14.5,17.1,3.1,2.3,204,42,13.1,2.8,2.7
99,86,6,24.4,4.6,14.5,100,23.2,61.8,.9,25.22,0,26.2,9.6,17.1,22.4,11.9,16.9,1.9,1.1,232,53,7,5.4,4.1
99,87,6,26.8,7.3,17,75.9,15.5,44.4,1.3,25.86,0,28.6,11.4,19,24.3,13.6,18.6,1.7,.7,174,61,5.9,5.9,5.6
99,88,6,29.6,7.3,18,72.4,12.5,41.9,1.5,25.26,0,29.4,12,19.8,25.1,14.2,19.4,1.1,.4,161,65,5.7,5.6,6.8
99,89,6,30.4,10.2,19.8,69.5,8.9,32.1,1.9,26.13,0,29.9,13.2,20.6,25.5,15.2,20.1,2.3,1,239,60,10.3,7.1,7.9
99,90,6,26.6,8.3,17.7,66.1,12.6,31,1.5,25.7,0,27.2,13.3,19.6,23.6,15.5,19.5,3.6,2.9,251,35,12.9,7.5,5.6
99,91,6,14.9,6.3,9.2,100,40.7,79.3,.3,5.81,8,17.1,10.6,13.9,18.6,12.7,15.4,3.4,1.5,196,61,7.9,.7,.5
99,92,6,15.6,5,9.5,100,34.5,78,.3,16.27,11,16,9,11.6,14.9,10.8,12.5,4.8,3.1,236,48,13.4,2.9,.7
99,93,6,18.8,3.7,11.6,100,21.9,63.7,.6,24.51,0,21,6.9,13.2,17.8,9.2,13.4,2.3,1.7,183,41,8.5,4.8,1.7
99,94,6,12.6,4.3,8.7,100,44.1,73.7,.3,13.48,5,14.8,8.3,11.2,14.1,10.6,12.2,3.3,1.9,209,54,10.2,2.2,0
99,95,6,19.3,1.6,10.3,100,33.9,75.5,.5,27.46,0,21.5,5.9,13.2,18.5,8.3,13.2,1.3,.7,38,52,7.5,4.8,1.8
99,96,6,24.5,4.7,15.6,100,18.3,57.2,1,27.59,0,24,8.5,15.4,21.8,10.6,15.5,2.4,1.8,202,40,8.4,6.3,4.1
99,97,6,21.3,7.1,14.3,98.7,27.6,58.5,.8,23.82,0,20,10.5,14.4,18.1,12.3,15,3.6,2.7,242,40,13.6,5.6,3
99,98,6,21.3,3.8,12.6,96.9,19.4,56.9,.8,27.18,0,23.7,8.1,15.2,20.5,10.3,15.1,1.1,.4,128,66,4.4,5,2.7
99,99,6,17.8,4.8,12,84.9,9.2,38.4,1,28.98,0,22.5,9.8,15.1,19.8,11.8,15.4,3.5,2.7,267,38,9.6,6.8,1.4
99,100,6,21.8,1.7,12,80.4,11.4,40.6,1,29.19,0,26,7.5,16,22,10.2,15.8,1.1,.2,166,72,4.3,5.7,2.7
99,101,6,26.9,3.6,16.2,82.5,9.2,35.3,1.5,28.82,0,27.2,9.3,17.8,23.1,11.8,17.3,2,1.4,199,44,9,7,5.1
99,102,6,26.8,7.3,16.7,82.5,10.8,42,1.3,27.84,0,26.4,11.4,18.3,22.7,13.6,18,4.8,3.7,200,39,14.7,8.3,5.6
99,103,6,19.7,8.1,13.6,100,39.6,69,.6,27.33,0,27.5,12.9,19,23.6,14.3,18.4,1.4,.5,146,63,4.2,4.9,2.5
99,104,6,28.8,6.9,18.1,94.9,18.4,53.2,1.3,28.61,1,26.8,12.5,19.1,23.9,14.6,19.1,1.3,.5,293,65,5.3,6.3,6.4
99,105,6,30.7,7.4,20,90.8,8.2,38.1,1.9,28.98,0,23.7,12.1,17.6,21.4,14.3,17.8,2,1.5,12,42,7.3,7.6,7.4
99,106,6,29,6.5,19.4,72,7.5,27.5,1.9,28.91,0,27.1,10.5,18.2,23.3,13.1,18,2,1.3,31,46,7.8,7.5,6.4
99,107,6,31.5,7.9,20.3,79.7,7.9,33.7,2,30.05,0,30.6,12.3,20.6,26.2,14.4,20,1.2,.2,71,73,4.8,7.2,7.7
99,108,6,34.6,9,22,71,5.8,30.7,2.3,30.13,0,32.1,13.6,22.1,27.6,15.8,21.4,1.3,.2,344,74,5.8,7.6,8.8
99,109,6,35.4,8.8,22.2,73.5,5.2,30.8,2.4,30.13,0,32.9,14.2,22.8,28.2,16.5,22.1,1.3,.1,183,79,5.2,7.6,8.9
99,110,6,36,14.1,25.1,51.5,6.6,23.4,2.8,29.25,0,32.2,16.4,23.7,28,18.2,22.9,3.1,2.1,221,46,10.2,9.4,10.9
99,111,6,32.6,15.6,24.3,60,12.4,29.3,2.4,28.81,0,32.3,17.4,24,28.3,18.9,23.3,2.8,1.8,227,48,9.1,8.5,10.9
99,112,6,30.3,15.9,22.5,53.7,18.2,35.7,1.9,29.4,0,30.6,17.4,23.2,27.1,19,22.7,5.5,4.8,208,28,13.6,9.7,10.3
99,113,6,25.6,11.9,19,78.9,19.2,45,1.3,29.08,0,28.8,16.6,22,25.7,18.4,21.8,5.1,4.7,202,23,12.5,8.3,6.1
99,114,6,24,8.9,17,82.2,23.9,48.5,1.1,28.86,0,29.6,15,21.5,26,17.1,21.2,2.3,1.2,247,57,8.2,6.6,4.5
99,115,6,26.3,9.7,18.8,79.8,24.6,43.7,1.4,28.75,0,29.4,14.8,21.7,26.1,16.9,21.3,2.4,1.8,253,43,8,7.1,5.8
99,116,6,31.4,9.9,21.4,72.6,15.7,38.3,1.9,29.91,0,32.6,15.6,22.4,30,17.5,22.6,1.9,1,214,57,8.4,7.6,8.2
99,117,6,34,12.8,24.4,74.4,12.6,31.8,2.4,30.12,0,28.6,15,21.2,25.7,17.2,21.3,1.8,.7,191,64,5.9,8,9.9
99,118,6,29.1,12.9,22.4,54.9,10.9,27.4,2.1,27.02,0,29.4,16.3,21.6,25.8,18,21.5,5,4.3,220,32,12.7,9.2,8.2
99,119,6,20.5,7.9,14.4,67.7,18.5,34.4,1.1,28.38,0,27.8,14.9,20.2,24.8,16.9,20.4,2.8,2.1,252,41,8.5,6.6,2.8
99,120,6,20.7,6.2,13.9,77.2,21,47,.9,21.65,0,25.4,12.6,18.6,22.8,15.2,19,2.4,.9,328,64,11.2,4.7,2.7
99,121,6,23,9.1,16.1,87.4,26.5,52.6,1,30.38,0,28.6,13.7,20.6,25.2,15.8,20.2,2.5,1.8,242,42,6.8,6.6,4.1
99,122,6,29.2,8.4,19.5,72.7,13.6,38.6,1.7,29.43,0,30.5,14.2,22,26.9,16.4,21.5,1.7,.7,216,63,6,7,6.9
99,123,6,24,12.4,19.2,67.4,28.3,41,1.4,16.24,0,23.7,16.9,20.1,22.4,18.5,20.4,3.8,3.1,252,35,10.6,4.9,5.5
99,124,6,26.1,9.6,18.8,73.5,19,36.1,1.5,30.2,0,27.8,14.4,19.7,25.2,16.4,20,2.5,2,263,36,7.8,7.5,5.7
99,125,6,30.9,10.8,21.1,61.7,6.6,29.5,2,31.17,0,25.7,12.5,18.6,23.2,14.8,18.8,2.2,1,253,59,7.5,8,8.2
99,126,6,32.9,8.5,21.9,65.5,8.8,27.6,2.3,31.54,0,30.7,12.5,20.9,26.6,14.9,20.4,1.5,.2,151,74,4.8,7.9,8.4
99,127,6,35.4,12.7,24.1,62.6,8.3,26.6,2.5,30.49,0,33,15.6,23.6,28.7,17.4,22.8,1.7,.4,223,72,6.7,8.1,10.2
99,128,6,36.5,14.9,26,51.2,5.4,22.1,3,31.95,0,33.1,17.3,24.6,29.1,19.1,23.9,3.5,3,187,32,10.8,10.6,11.4
99,129,6,32.6,13.6,23.4,44.1,8.2,20.9,2.5,31.7,0,32.2,17.3,24.2,28.6,19.3,23.7,3.3,2.1,207,50,11.9,9.7,9.9
99,130,6,31.5,11,22.3,56.9,12.4,25.8,2.2,30.9,0,32.8,16.6,24.3,29.1,18.8,23.8,1.6,.5,219,66,5.8,7.8,8.5
99,131,6,32.6,13.1,23.2,49.1,12.5,28.4,2.3,31.25,0,33.8,17.6,25.2,29.9,19.6,24.6,1.5,.7,167,59,4.9,7.8,9.7
99,132,6,35.6,14.4,25.8,60.5,13.3,29.2,2.7,31.23,0,34.9,18.6,26.3,30.8,20.4,25.4,1.9,1.1,190,51,5.8,8.4,11
99,133,6,36.2,16.3,27,47.7,10.2,23.9,3,31.12,0,33.9,19.4,26.4,30.3,21.2,25.7,3.4,2.8,196,34,9.2,10.1,12
99,134,6,34,16.4,25.7,52.2,13.3,26.6,2.6,31.65,0,34.3,19,25.1,32.1,21.5,25.5,2.7,2,231,42,8.8,9.2,11.6
