Year,Day of Year,Station Number,Air Temp - Max,Air Temp - Min,Air Temp - Mean,RH - Max,RH - Min,RH - Mean,VPD - Mean,Solar Rad. - Total,Precipitation - Total,"2"" Soil Temp - Max","2"" Soil Temp - Min","2"" Soil Temp - Mean","4"" Soil Temp - Max","4"" Soil Temp - Min","4"" Soil Temp - Mean",Wind Speed - Mean,Wind Vector Magnitude,Wind Vector Direction,Wind Direction Std Dev,Max Wind Speed,Reference ET,Heat Units
2002,1,6,19.3,3.3,9.9,93.4,30.8,64.4,.5,12.4,0,15.2,7.9,11.2,12.8,12.2,12.5,.9,.3,323,68,3.6,1.9,1.9
2002,2,6,18.9,2.4,9.9,85.2,27.7,57.2,.6,10.84,0,14.8,7.9,11.2,12.8,12.2,12.5,1.8,1.2,38,48,7.1,2.2,1.6
2002,3,6,18,2.3,10.8,84,28.8,50.7,.7,10.32,0,13,7.7,10.4,12.8,12.3,12.5,1.6,.9,26,55,6.1,2.1,1.3
2002,4,6,18.5,1.7,9.6,80.1,30.3,53.7,.6,12.67,0,13.5,6.6,9.8,12.6,12,12.3,1.6,.6,240,63,4.9,2.3,1.5
2002,5,6,18.6,-1,8,87.7,14.2,51,.7,12.83,0,12.8,5.7,9.1,12.4,11.8,12.1,1.2,.2,214,76,3.7,2.2,1.4
2002,6,6,19.7,-1.1,7.6,78.1,17.3,44.6,.7,11.04,0,12.3,5.1,8.4,12.1,11.4,11.8,1,.4,182,63,3,1.8,1.7
2002,7,6,22.7,.2,10.2,79.1,18.9,45,.8,11.83,0,14.5,5.7,10,11.9,11,11.6,.9,.4,180,61,3.2,2.1,2.9
2002,8,6,27.2,2.2,12.4,79.9,19.5,48.4,.9,12.67,0,15.3,8.7,11.8,12.3,11.6,11.9,1.2,.2,164,74,4,2.5,5
2002,9,6,22,3.8,12.1,82,26.5,53.7,.8,8.95,0,14,8.3,11.2,12.6,12,12.3,1,.3,323,68,3.8,1.6,3
2002,10,6,23.9,8.5,14.5,81.3,23.3,52.1,.9,9.32,0,15.2,9.6,12,12.6,11.9,12.4,1.8,.8,9,60,12.4,2,4.4
2002,11,6,22.8,5.2,13.5,78.2,17.9,44.2,1,13,0,14.7,8.4,11.3,12.9,12.3,12.6,2.1,1.3,24,51,7.8,3.1,3.4
2002,12,6,22.9,1.8,11,79.2,18,48.9,.9,13.15,0,15,7,10.7,12.9,12.1,12.5,1.1,.2,162,72,4.1,2.5,3.2
2002,13,6,22,.7,9.7,82.1,16.4,48.9,.8,13.48,0,15.1,6.7,10.4,12.8,12,12.4,1,.3,202,67,3.1,2.4,2.7
2002,14,6,22.1,-1.9,9.2,83.7,16,45.9,.8,13.5,0,14.8,5.8,10,12.6,11.8,12.2,1,.2,248,74,3.7,2.5,2.6
2002,15,6,20.2,2.2,10.7,79.1,18.2,45.2,.8,7.06,0,12.8,7.3,10,12.5,11.9,12.2,1.2,.3,198,71,4.5,1.3,2.1
2002,16,6,19.6,8.3,13.5,75.6,36.6,53.8,.8,10.12,0,15.8,9.5,12.1,12.6,12.1,12.3,1.6,.8,274,57,7.1,2.2,2.4
2002,17,6,16.5,2.7,9.8,64.9,19.9,39.8,.8,11.63,0,14.8,8.7,11.6,12.9,12.4,12.6,1.2,.4,258,66,3.6,2.2,.8
2002,18,6,17,-1.8,6.3,76,13.5,44.2,.6,12.33,0,16,5.7,10.3,12.9,11.8,12.3,1.3,.5,202,63,3.4,2.2,.9
2002,19,6,16.7,-3.3,5.4,78.4,12.6,43,.6,10.97,0,11.8,5.7,8.9,12.5,11.6,12,.9,.3,175,64,3.6,1.7,.8
2002,20,6,16.6,-3,5.8,78.2,13.2,38.9,.7,14.18,0,11.8,4.3,7.6,11.7,11,11.4,1.2,.5,204,64,4.4,2.5,.7
2002,21,6,18.4,-2.8,6.5,68.2,11.9,37.7,.8,14.18,0,11.8,4,7.4,11.2,10.6,11,1.3,.2,179,76,4.3,2.7,1.2
2002,22,6,20.4,-1.6,8.3,65,11,36.1,.9,14.2,0,12.8,4.3,8,11.1,10.4,10.8,1.2,.3,275,71,4,2.7,2
2002,23,6,14.8,1.2,9.1,55.2,15,34.4,.8,13.13,0,12.7,6.9,9.4,11.1,10.6,10.9,2.8,1.8,249,49,9.2,3.3,.3
2002,24,6,16.3,-3.3,6.6,56.8,7,24.5,.8,15.13,0,11.6,6.8,8.7,11.1,10.4,10.8,2.1,1.5,358,44,8,3.5,.6
