,seed_0,seed_1,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_16,seed_17,seed_18,seed_19,seed_20,seed_21,seed_22,seed_23,seed_24,seed_25,seed_26,seed_27,seed_28,seed_29,seed_30,seed_31,seed_32,seed_33,seed_34,seed_35,seed_36,seed_37,seed_38,seed_39,seed_40,seed_41,seed_42,seed_43,seed_44,seed_45,seed_46,seed_47,seed_48,seed_49,seed_50,seed_51,seed_52,seed_53,seed_54,seed_55,seed_56,seed_57,seed_58,seed_59,seed_60,seed_61,seed_62,seed_63,seed_64,seed_65,seed_66,seed_67,seed_68,seed_69,seed_70,seed_71,seed_72,seed_73,seed_74,seed_75,seed_76,seed_77,seed_78,seed_79,seed_80,seed_81,seed_82,seed_83,seed_84,seed_85,seed_86,seed_87,seed_88,seed_89,seed_90,seed_91,seed_92,seed_93,seed_94,seed_95,seed_96,seed_97,seed_98,seed_99
0,0.513155,0.48436266,0.50232995,0.50143343,0.4932789,0.4908041,0.48802063,0.48147267,0.50458497,0.47400805,0.50183827,0.51516855,0.5242306,0.5116398,0.49832118,0.49776214,0.52801424,0.51643807,0.48083276,0.4976059,0.49365893,0.5158595,0.5222345,0.49325645,0.50056344,0.49407727,0.49298772,0.48259217,0.5155213,0.48228624,0.5148457,0.49127743,0.5089828,0.49012688,0.4988066,0.49383143,0.51207215,0.48755783,0.48310456,0.50870484,0.5197895,0.48432803,0.4952183,0.52001166,0.5212655,0.5096788,0.50037175,0.47941166,0.5055018,0.4992652,0.50510025,0.49035788,0.4947168,0.48192665,0.49861756,0.4940054,0.4964738,0.4938683,0.5275235,0.49195674,0.5033302,0.49939266,0.48757166,0.51092577,0.5221795,0.48935845,0.4953345,0.51879835,0.52155954,0.48199123,0.49260685,0.47004324,0.5034222,0.50260425,0.51008886,0.5115981,0.5089869,0.4945,0.5105888,0.49264795,0.48802868,0.49892485,0.5214402,0.5063969,0.48344144,0.5256649,0.5088799,0.49245498,0.5192213,0.4984624,0.47955838,0.5013679,0.5069117,0.48923916,0.4751509,0.495856,0.46818954,0.4923605,0.4998353,0.5140054
1,0.49503386,0.5131302,0.5082595,0.5145548,0.49074194,0.49780288,0.5191694,0.49825102,0.5290571,0.5067057,0.5086559,0.5056043,0.49680546,0.49457073,0.49269596,0.5107865,0.49721137,0.5147449,0.5116953,0.48916852,0.5086625,0.5037921,0.500929,0.51129556,0.4905365,0.46523002,0.5180174,0.5179681,0.49261335,0.5207442,0.4662411,0.49245358,0.49315256,0.49267143,0.47781962,0.5011457,0.5073008,0.5146309,0.49567798,0.5045772,0.50899947,0.52081347,0.49579227,0.5163854,0.49880138,0.50685024,0.51061326,0.52061254,0.49560997,0.4840755,0.5043512,0.5076195,0.49855828,0.48559102,0.5042889,0.50114113,0.515128,0.49892545,0.5032943,0.50598794,0.5259922,0.4790866,0.49236333,0.51240754,0.50414926,0.5239017,0.49770495,0.5039855,0.49525708,0.5087895,0.51333165,0.51110053,0.49754143,0.518355,0.49854335,0.49876168,0.48884046,0.49833295,0.49158263,0.49385667,0.5206076,0.4932261,0.4802078,0.47969124,0.5020727,0.48084003,0.5166809,0.4929862,0.51368105,0.5145329,0.48211777,0.50431126,0.49946865,0.49459323,0.49546412,0.5096161,0.5265515,0.5046024,0.5082413,0.50782406
2,0.5047721,0.5034724,0.48789427,0.5041419,0.51175535,0.48276186,0.51012963,0.50350505,0.50388074,0.5302396,0.4969313,0.5101528,0.5038753,0.50101954,0.4766103,0.49537355,0.50164455,0.5006226,0.49068272,0.4966801,0.49662519,0.49985626,0.49679175,0.48784438,0.49232793,0.5028717,0.49114802,0.49369076,0.4922335,0.50246024,0.51529276,0.50120705,0.511221,0.47558075,0.52336544,0.48024508,0.5191879,0.5147333,0.50678104,0.49869463,0.4944155,0.50273484,0.49457678,0.4876749,0.49577639,0.50675076,0.48145473,0.5059595,0.5116408,0.48719788,0.4895298,0.4944321,0.48833814,0.508906,0.4982785,0.5112874,0.49039352,0.4889173,0.50771993,0.5071369,0.49496818,0.49927613,0.50285536,0.47496986,0.5156309,0.520338,0.50367475,0.48534608,0.5067667,0.48846018,0.52837336,0.5132841,0.50554323,0.51269794,0.49784857,0.5165297,0.49968705,0.49632952,0.4887145,0.48030856,0.50865465,0.51151603,0.47873265,0.4892339,0.49023733,0.49510935,0.49586502,0.4912781,0.48679578,0.50366974,0.516587,0.50726646,0.47730404,0.504004,0.5231213,0.49693802,0.4933398,0.50697404,0.5109006,0.49454007
3,0.5061182,0.49702483,0.49743462,0.50652355,0.4985391,0.5054787,0.49362153,0.49826878,0.51580304,0.50911397,0.49528533,0.49381325,0.5175967,0.49996448,0.49602646,0.48990557,0.47482973,0.49164578,0.5068071,0.48400053,0.4953707,0.4907568,0.47974753,0.48555487,0.48813477,0.5206024,0.5077206,0.484447,0.50479734,0.50054044,0.50833577,0.48456237,0.48848146,0.4815911,0.49140155,0.49331537,0.4882242,0.5014594,0.50472575,0.5053308,0.5140938,0.51822037,0.5170711,0.514033,0.47071868,0.491249,0.5120062,0.48771602,0.51018023,0.49815717,0.48781154,0.49980107,0.5046236,0.49112964,0.5074329,0.5001002,0.50084853,0.51328456,0.5074417,0.51520663,0.48191318,0.52037853,0.48233664,0.5017226,0.5126637,0.51544976,0.49312183,0.50205916,0.50603104,0.49657708,0.49154472,0.51250255,0.4856501,0.49897465,0.4983464,0.5069372,0.49698135,0.48992136,0.49084294,0.49804968,0.516034,0.48603353,0.48902124,0.50209904,0.5057458,0.48329714,0.4963772,0.47951683,0.48234984,0.54009247,0.50441176,0.49674523,0.4968089,0.5195421,0.5173087,0.4803452,0.4960551,0.49491358,0.48166543,0.49950528
4,0.5157523,0.5208354,0.49634048,0.5044333,0.51346356,0.49597114,0.479178,0.49847746,0.5021608,0.49523807,0.48601368,0.47763348,0.49275303,0.51415384,0.49287945,0.49518463,0.51113933,0.49004328,0.50925314,0.49977657,0.5067266,0.49500015,0.5068543,0.4820086,0.495451,0.490056,0.47892866,0.4868051,0.4801148,0.48457658,0.49382052,0.5035714,0.49724695,0.49182653,0.4900954,0.517055,0.46937007,0.5098438,0.51453084,0.48096186,0.5022429,0.49524626,0.4765183,0.478901,0.5056785,0.47432873,0.48563913,0.49108604,0.49370244,0.49816853,0.50295234,0.48107964,0.49856278,0.49908075,0.48834416,0.4960835,0.49402577,0.50574976,0.51490337,0.49341515,0.49777183,0.4922621,0.4974745,0.48781788,0.51806504,0.48334193,0.48565078,0.5046726,0.52054155,0.5126572,0.49366742,0.5138171,0.5157366,0.48699084,0.51172864,0.5002802,0.5058523,0.51080674,0.520711,0.5207486,0.49816582,0.4992848,0.5039229,0.5022375,0.50144535,0.5091927,0.4873591,0.50169617,0.493602,0.52214634,0.4958588,0.5065791,0.485746,0.5205127,0.5110105,0.49981105,0.5023211,0.49940854,0.5042441,0.4970872
5,0.5065035,0.5253423,0.5062609,0.49623802,0.492529,0.49917072,0.4857022,0.4825485,0.4961698,0.51351327,0.49975383,0.52212554,0.51012236,0.5083001,0.50620764,0.5159659,0.5046267,0.5223109,0.5056836,0.50741225,0.50264716,0.50433356,0.47970665,0.51429343,0.5065694,0.49905455,0.49412745,0.5000461,0.48973918,0.4894513,0.50269866,0.47881562,0.5023592,0.4802553,0.4872076,0.5158396,0.5040788,0.4900378,0.5107756,0.4886489,0.4799385,0.51528704,0.48292315,0.48769507,0.49460083,0.49923667,0.5142465,0.50142586,0.4977231,0.51726025,0.48511946,0.50900394,0.4789255,0.4975504,0.48963723,0.51077485,0.5031751,0.4939033,0.49626878,0.5033429,0.49113193,0.51318264,0.5026768,0.5042541,0.4877036,0.5006536,0.49688175,0.51208884,0.50306255,0.49946687,0.5013394,0.49174216,0.5140721,0.47741166,0.48339963,0.4870419,0.51046276,0.48508152,0.50537115,0.50103664,0.49029687,0.5026608,0.50078684,0.4998761,0.5007103,0.49648237,0.49195442,0.5186529,0.496275,0.49829334,0.4959186,0.50406057,0.51025957,0.4783644,0.50110346,0.48978573,0.4914079,0.50872386,0.5167849,0.50190616
6,0.49896166,0.5010294,0.50513023,0.49263358,0.49753198,0.49555194,0.49630767,0.48421744,0.49001843,0.49444923,0.5158256,0.489932,0.48609346,0.50711566,0.50365096,0.5127391,0.5091517,0.4956155,0.48576546,0.48340935,0.47661158,0.5106805,0.48279658,0.52198535,0.4818177,0.48537832,0.5084469,0.5015269,0.5057487,0.49978742,0.5102607,0.4827759,0.4990567,0.51552224,0.5170969,0.4767525,0.51313365,0.49097177,0.5106646,0.4940302,0.50414836,0.50302315,0.5021367,0.46802205,0.50078744,0.5118993,0.4837462,0.51398623,0.49830312,0.5108649,0.48763752,0.50382066,0.51648647,0.51148736,0.4883203,0.50252986,0.50266,0.46632114,0.50150996,0.51191753,0.4997124,0.5199902,0.48377198,0.49396357,0.51971394,0.48702362,0.4867098,0.5097528,0.4996781,0.5177452,0.50252175,0.4734764,0.51660544,0.5015938,0.5102966,0.5020823,0.5335285,0.48689225,0.49045625,0.5149564,0.49488527,0.48582312,0.49958146,0.51325476,0.4880061,0.49998993,0.5005095,0.48582268,0.49485058,0.49808925,0.49983174,0.5055994,0.50396097,0.49427548,0.4959301,0.50812876,0.4894307,0.5136004,0.48680884,0.52107215
7,0.5146217,0.51357865,0.50210947,0.5060702,0.52381486,0.49161813,0.50060594,0.48877916,0.5233676,0.50192654,0.504082,0.5226861,0.52869713,0.48560378,0.4960799,0.50677353,0.4969843,0.51725674,0.5051813,0.50614554,0.5015666,0.49101338,0.5129109,0.5190153,0.5105729,0.50286394,0.4956954,0.4964898,0.48583755,0.5081171,0.49855787,0.49622333,0.49738553,0.5176739,0.4810285,0.49717164,0.517988,0.49181926,0.4848848,0.52507365,0.49138758,0.49726248,0.50144494,0.5017396,0.50808895,0.4827958,0.50116456,0.50203913,0.50896746,0.53053325,0.5096788,0.49225777,0.5142689,0.4995168,0.5056146,0.50957936,0.49561694,0.49505055,0.5174544,0.4886187,0.49327332,0.48448008,0.5007987,0.4940448,0.50386363,0.502934,0.4838722,0.49929938,0.48836464,0.5059623,0.52217716,0.50361717,0.5193847,0.5078718,0.5167447,0.52627367,0.4932312,0.4971153,0.50454175,0.5210762,0.5198251,0.4964543,0.50362486,0.5035384,0.49808547,0.49937138,0.5025113,0.51182055,0.48907304,0.48703003,0.5027071,0.49424997,0.5056823,0.5215054,0.51463133,0.5095831,0.49314904,0.5170786,0.5035431,0.49581063
8,0.50499266,0.5082659,0.51481384,0.50435525,0.48923117,0.48092183,0.5104983,0.49538875,0.49663946,0.4953368,0.49627465,0.48781165,0.50505674,0.48644784,0.49407342,0.5060387,0.49205497,0.5021431,0.5273658,0.52308995,0.48207298,0.50386995,0.49930397,0.51735973,0.49508142,0.51220244,0.494672,0.49298638,0.51964176,0.5074666,0.48696855,0.51648694,0.49208438,0.4954818,0.49630114,0.507191,0.4878472,0.4911383,0.50041306,0.5130901,0.48293754,0.5021069,0.48962346,0.50273705,0.48352,0.50899845,0.49592963,0.47931933,0.5217621,0.48969713,0.502689,0.49807122,0.51698387,0.4914732,0.5061843,0.5067304,0.50068706,0.48748627,0.51065713,0.48635927,0.49360335,0.50638705,0.507021,0.51433057,0.4961907,0.48551086,0.4822665,0.49298608,0.5001213,0.5010508,0.50965613,0.49924475,0.5099594,0.4760603,0.48815155,0.50748426,0.5014732,0.5152831,0.50430566,0.50031984,0.5107122,0.5030786,0.51137334,0.49135897,0.49699107,0.47878608,0.5140042,0.4968144,0.49244374,0.48663718,0.48357576,0.49380365,0.5019185,0.47876456,0.48388216,0.49473804,0.50940883,0.5022739,0.5116043,0.50361687
9,0.4876636,0.4980103,0.48517114,0.5075058,0.4987848,0.48563543,0.51072216,0.5122083,0.4984303,0.50804967,0.48076048,0.5199188,0.50062245,0.49084973,0.496161,0.51050013,0.4990123,0.5043056,0.49914756,0.50568855,0.51735485,0.5000718,0.49653986,0.50661564,0.5085127,0.49700373,0.516219,0.4921799,0.50002795,0.5069633,0.5216996,0.5071139,0.50792366,0.48906863,0.48931757,0.49331897,0.5150145,0.5110415,0.507284,0.4999503,0.50078624,0.5123041,0.49006405,0.5196449,0.49836648,0.5052143,0.497281,0.5041719,0.508441,0.47357926,0.49683607,0.5227753,0.49593642,0.49707744,0.49758038,0.5074428,0.49216026,0.4911638,0.49120808,0.49263936,0.49532288,0.49059555,0.5054027,0.5087363,0.5109511,0.5015423,0.4880463,0.50838584,0.51675004,0.5046695,0.5076225,0.48850933,0.50829434,0.48883727,0.5031551,0.4991687,0.4926345,0.49962085,0.5108043,0.5122899,0.48493353,0.5097261,0.5406539,0.5260927,0.5000991,0.49342385,0.50343823,0.511698,0.5151514,0.49658284,0.5008948,0.50530434,0.49518013,0.4987603,0.49736974,0.51579064,0.4875444,0.49184117,0.50815153,0.4815625
10,0.49567434,0.50788665,0.5055942,0.5007693,0.51673555,0.50726914,0.50030977,0.5018762,0.49361286,0.50987685,0.49600574,0.51792115,0.4913074,0.5122962,0.47610012,0.49422398,0.49005172,0.5080289,0.48868567,0.50820535,0.47967708,0.53055674,0.50946164,0.4969618,0.4870054,0.48565838,0.50682616,0.50511456,0.5004651,0.5036863,0.48087493,0.51026994,0.48335412,0.49542555,0.5090071,0.5044791,0.50663966,0.49351013,0.49898443,0.49689335,0.4944602,0.4927534,0.5088578,0.52162683,0.49556378,0.508099,0.48238146,0.51520354,0.4730189,0.51544285,0.50186336,0.48609447,0.5081242,0.48105365,0.5092699,0.46401525,0.5156095,0.5097826,0.4751871,0.49461716,0.48819914,0.506815,0.4765724,0.5105064,0.5071065,0.5113323,0.48243296,0.49852705,0.48714492,0.49814582,0.5054555,0.50044304,0.50111246,0.5309876,0.49862698,0.51325244,0.49180552,0.4920452,0.49481192,0.5039631,0.48849034,0.48119628,0.492009,0.50165904,0.50453633,0.4974416,0.50447065,0.49893275,0.4960372,0.51528996,0.49633843,0.49093187,0.4875778,0.49455068,0.49299744,0.5006093,0.506122,0.49481368,0.52009606,0.5039356
11,0.4921433,0.5080731,0.5123499,0.49730986,0.4912861,0.50569654,0.5101163,0.49604797,0.4930176,0.49742565,0.50712264,0.48192266,0.51190186,0.48044148,0.50500214,0.4866539,0.49072486,0.4878353,0.49773353,0.49405864,0.5141273,0.51236796,0.49382773,0.49593198,0.50078446,0.5015729,0.48468226,0.5027359,0.52079743,0.52361035,0.47497436,0.49240154,0.47912812,0.52185804,0.51991993,0.51463014,0.488582,0.49494085,0.5032209,0.50731766,0.5173712,0.52052987,0.47382152,0.48229527,0.5004682,0.51135665,0.5026928,0.5237301,0.5113757,0.5087326,0.49997437,0.49137565,0.50053596,0.48150674,0.4993002,0.51517177,0.49355257,0.5100264,0.5055291,0.50482905,0.49347413,0.4814607,0.5026045,0.50922734,0.51326954,0.49979612,0.48592964,0.5198011,0.5155978,0.50473535,0.46245667,0.50532436,0.49473676,0.49391308,0.48169324,0.49926317,0.50309694,0.49433687,0.50588816,0.49285367,0.48986033,0.49027893,0.5101209,0.5018433,0.50191325,0.4771346,0.47812513,0.4856788,0.5144779,0.49250048,0.4975786,0.5172762,0.49246347,0.5126653,0.5060619,0.5178228,0.48413348,0.5218093,0.49297503,0.48920193
12,0.5021938,0.50935066,0.49912515,0.48613942,0.50395536,0.48852834,0.5025042,0.50183207,0.48512208,0.5098076,0.5157192,0.49288088,0.5148815,0.47920126,0.47208974,0.48640406,0.49436525,0.51460326,0.5189157,0.480027,0.49341527,0.50432605,0.4845628,0.50254565,0.49791577,0.5037173,0.488426,0.50175536,0.52807426,0.514454,0.503971,0.48695543,0.4896933,0.49897903,0.52090746,0.5023968,0.4800778,0.51070184,0.4917786,0.4916607,0.5042992,0.50468874,0.50020164,0.5252669,0.47993252,0.49193746,0.50693643,0.5118869,0.50799453,0.52412236,0.4832265,0.47234207,0.50086457,0.49986246,0.49468464,0.50624484,0.48764977,0.51155245,0.50686413,0.47442317,0.49758244,0.48371875,0.49985316,0.49319193,0.5067574,0.49038935,0.49233866,0.49631417,0.4998828,0.5043807,0.5007561,0.4803942,0.5047733,0.5017233,0.48906893,0.5057133,0.50543106,0.5001969,0.5178431,0.48941487,0.5032532,0.50768614,0.50368947,0.50852937,0.5081611,0.5073647,0.4950978,0.49187878,0.50072026,0.525461,0.49967334,0.4969306,0.50079817,0.5142267,0.49674445,0.50418717,0.50005484,0.49486232,0.49913365,0.5066046
